DatasetName	SSA_SMA	HEL_LEL	MCS_SCS	MG_IES	OMIM_IES	UNIPROT_IES	BioGRID_IES	Reactomepathway_IES	IntAct_IES
10581026	null	17.0	null	null	19.0	17.0	null	null	null
10581027	null	null	18.0	null	19.0	17.0	null	null	null
20865121	10.390993743978127	null	null	null	null	11.848819763199815	null	null	null
16935935	null	null	18.0	null	null	null	10.0	null	null
11941370	null	null	null	19.0	19.0	null	null	null	null
30442766	12.470435285657961	17.0	12.681057432982694	19.0	19.0	17.0	null	null	null
17225135	null	null	18.0	null	19.0	17.0	null	null	null
15996210	null	null	11.98791025242275	null	null	17.0	null	null	null
10581030	null	null	null	null	19.0	17.0	null	null	null
9580132	null	null	18.0	null	null	17.0	null	null	null
28965847	11.084140924538072	11.967380999908727	null	null	13.410735066629027	12.25428487130798	null	null	null
28965846	null	null	null	null	19.0	null	null	null	null
15996213	11.371822996989852	10.868768711240618	11.294763071862805	19.0	19.0	17.0	null	null	null
28965849	null	null	null	null	null	17.0	null	null	null
15996214	null	17.0	18.0	19.0	19.0	17.0	null	null	null
30442762	null	17.0	18.0	19.0	19.0	17.0	null	null	null
26196677	null	null	null	null	null	17.0	null	null	null
28965844	null	null	null	null	null	17.0	null	null	null
18590741	null	null	18.0	19.0	19.0	17.0	null	null	null
25292184	null	17.0	18.0	null	null	17.0	null	null	null
25292187	null	17.0	18.0	null	null	null	null	null	null
27760266	null	17.0	18.0	null	null	17.0	null	null	null
22377813	null	null	18.0	null	null	null	null	null	null
28825856	null	17.0	18.0	19.0	19.0	17.0	null	null	null
2592373	null	null	null	19.0	19.0	17.0	null	null	null
8411073	null	17.0	18.0	null	null	17.0	null	null	null
26218421	null	null	null	null	19.0	17.0	null	null	null
7562969	12.470435285657961	null	null	19.0	19.0	17.0	null	null	null
25902755	null	null	18.0	null	null	null	null	null	null
10196543	null	null	18.0	null	null	null	null	null	null
18360822	null	17.0	18.0	null	null	17.0	null	null	null
11502906	null	null	18.0	null	null	17.0	null	null	null
15140538	null	17.0	18.0	19.0	19.0	17.0	null	null	null
11115378	null	17.0	18.0	null	null	17.0	null	null	null
16644229	null	null	18.0	null	null	17.0	null	null	null
11115377	null	null	18.0	19.0	19.0	17.0	null	null	null
7523385	null	null	18.0	19.0	null	17.0	null	null	null
10652003	null	null	null	19.0	19.0	17.0	null	null	null
12970144	null	17.0	null	null	19.0	17.0	null	null	null
9580109	null	17.0	18.0	null	null	17.0	null	null	null
11701698	18.0	17.0	18.0	null	null	null	null	null	null
30258207	null	null	18.0	19.0	null	null	null	null	null
15754356	null	null	null	19.0	19.0	17.0	null	null	null
26471127	11.371822996989852	null	12.681057432982694	19.0	null	17.0	null	null	null
1339453	null	null	null	null	null	17.0	null	null	null
12101426	null	17.0	null	null	null	17.0	null	null	null
17850748	null	null	18.0	19.0	null	17.0	null	null	null
19237742	null	null	18.0	19.0	19.0	17.0	null	null	null
22786707	null	null	18.0	null	null	null	null	null	null
30718926	null	null	null	null	null	null	2.499910974405485	null	null
25426816	null	null	18.0	19.0	19.0	null	null	null	null
8411057	null	null	18.0	null	null	17.0	null	null	null
7596372	null	null	18.0	19.0	19.0	17.0	null	null	null
19477491	null	null	11.98791025242275	null	null	null	null	10.0	null
20216991	null	null	18.0	19.0	19.0	17.0	null	null	null
10821263	null	17.0	18.0	null	null	null	null	null	null
3722385	null	17.0	null	null	null	17.0	null	null	null
19490431	null	null	null	null	null	null	6.451154692986912	null	null
21804549	null	null	null	null	null	null	5.534863961112757	5.704542513661255	null
1570831	null	17.0	null	null	null	17.0	null	null	null
19852576	null	17.0	18.0	null	null	17.0	null	null	null
12296757	18.0	null	null	null	null	null	10.0	10.0	null
21300944	null	null	11.98791025242275	null	null	null	null	null	null
30190834	null	null	18.0	null	null	17.0	null	null	null
11585254	null	17.0	18.0	null	null	17.0	null	null	null
11762699	null	17.0	18.0	null	null	17.0	null	null	null
17482612	null	null	18.0	null	null	17.0	null	null	null
23505205	null	17.0	null	19.0	19.0	17.0	null	null	null
23639522	null	17.0	null	null	null	null	null	null	null
1570829	null	null	18.0	null	null	17.0	null	null	null
9425889	null	17.0	18.0	null	null	17.0	null	null	null
2470017	null	null	null	19.0	19.0	17.0	null	null	null
20131314	18.0	null	null	null	null	null	null	null	null
19369487	null	null	18.0	19.0	19.0	17.0	null	null	null
24987415	null	null	18.0	19.0	19.0	17.0	null	null	null
1602006	null	null	null	null	null	17.0	null	null	null
9425897	null	null	null	null	null	17.0	null	null	null
10811882	null	null	18.0	null	19.0	17.0	null	null	null
14764818	null	null	null	null	null	17.0	null	null	null
17408646	null	null	18.0	null	null	null	null	null	null
9425890	null	null	null	null	null	17.0	null	null	null
9425895	null	17.0	18.0	19.0	19.0	17.0	null	null	null
15308739	null	null	null	null	null	null	3.393118536096767	2.3590340378596886	null
22265003	null	null	null	null	null	null	null	5.704542513661255	null
8954067	null	null	null	19.0	19.0	17.0	null	null	null
22001364	12.875900393766127	null	null	null	null	null	null	null	null
26279430	null	17.0	18.0	null	null	17.0	null	null	null
26121086	null	null	null	null	null	null	4.505244543931599	null	null
16619239	11.084140924538072	null	null	null	19.0	17.0	null	null	null
22424600	null	null	null	null	19.0	null	null	null	null
30800049	null	null	18.0	19.0	19.0	17.0	null	null	null
20170900	11.777288105098016	null	null	null	19.0	17.0	null	null	null
27664775	null	17.0	18.0	19.0	19.0	17.0	null	null	null
26157035	null	null	null	null	null	17.0	null	null	null
18756523	null	null	null	null	null	17.0	null	null	null
16247550	null	17.0	18.0	null	null	17.0	null	null	null
18431404	null	null	null	19.0	19.0	17.0	null	null	null
21052717	null	17.0	18.0	19.0	19.0	17.0	null	null	null
12221155	18.0	null	null	null	null	null	null	null	null
12730828	null	null	null	null	null	17.0	null	null	null
21613821	null	null	null	null	null	17.0	null	null	null
16620218	null	null	18.0	null	null	17.0	null	null	null
10652016	null	17.0	null	19.0	19.0	17.0	null	null	null
26157030	null	null	18.0	19.0	19.0	17.0	null	null	null
30165855	null	null	null	null	null	null	10.0	null	null
17384219	18.0	null	18.0	null	null	17.0	null	null	null
12898347	11.777288105098016	null	null	null	null	null	null	null	null
27312011	null	17.0	18.0	19.0	19.0	17.0	null	null	null
8883260	null	null	18.0	null	null	17.0	null	null	null
16475226	18.0	null	null	null	null	17.0	null	null	null
16959974	null	17.0	18.0	null	null	17.0	null	null	null
26955893	null	null	18.0	19.0	null	17.0	null	null	null
22302274	18.0	17.0	18.0	null	19.0	17.0	null	null	null
20060505	null	17.0	18.0	null	null	null	null	null	null
8800927	null	null	null	19.0	19.0	17.0	null	null	null
12221176	null	null	18.0	19.0	19.0	17.0	null	null	null
8800923	null	17.0	null	null	19.0	17.0	null	null	null
24263030	null	null	18.0	19.0	19.0	17.0	null	null	null
24407464	null	null	18.0	null	19.0	17.0	null	null	null
19201763	18.0	17.0	18.0	null	null	17.0	null	null	null
30177809	null	null	18.0	19.0	19.0	17.0	null	null	null
11091194	null	null	null	null	null	17.0	null	null	null
11223164	null	null	null	null	null	null	10.0	10.0	null
8954020	null	17.0	18.0	null	null	17.0	null	null	null
11723072	null	null	null	null	null	17.0	null	null	null
16959961	null	11.156450783692398	null	null	null	null	4.947077296210638	null	null
16921370	null	null	18.0	null	null	null	null	null	null
12573663	null	17.0	18.0	19.0	19.0	17.0	null	null	null
7702100	null	null	18.0	19.0	19.0	17.0	null	null	null
10811850	null	null	null	19.0	19.0	17.0	null	null	null
8741917	null	null	11.98791025242275	null	null	17.0	null	null	null
10353779	18.0	null	18.0	19.0	null	17.0	null	null	null
10678659	18.0	null	18.0	19.0	19.0	17.0	null	null	null
10678658	null	17.0	18.0	19.0	19.0	17.0	null	null	null
8295821	null	null	null	19.0	19.0	17.0	null	null	null
17347258	18.0	12.660528180468672	null	19.0	19.0	17.0	null	null	null
11561226	null	17.0	18.0	19.0	19.0	17.0	null	null	null
18815356	18.0	null	null	null	null	null	null	null	null
16862555	18.0	null	18.0	null	null	17.0	null	null	null
8954059	null	17.0	18.0	19.0	null	17.0	null	null	null
10678662	null	17.0	18.0	null	19.0	17.0	null	null	null
22265016	null	null	null	null	19.0	null	null	null	null
22265017	null	null	18.0	19.0	19.0	null	null	null	null
10678660	null	null	18.0	19.0	19.0	17.0	null	null	null
12705874	null	null	18.0	null	null	null	null	null	null
22265014	null	null	null	null	19.0	null	null	null	null
8741923	null	17.0	null	null	null	17.0	null	null	null
22265015	null	null	null	null	19.0	null	null	null	null
22265013	null	17.0	null	null	19.0	null	null	null	null
19166906	null	null	18.0	null	null	null	null	null	null
24076290	null	null	null	19.0	19.0	17.0	null	null	null
20975297	null	null	null	null	null	null	null	3.758632364605942	null
8197477	18.0	null	18.0	null	null	17.0	null	null	null
20843714	null	17.0	18.0	null	null	null	null	null	null
17945527	null	null	18.0	19.0	19.0	17.0	null	null	null
16609879	null	null	18.0	null	null	17.0	null	null	null
11735028	null	17.0	18.0	19.0	19.0	17.0	null	null	null
11735029	null	null	18.0	19.0	19.0	17.0	null	null	null
11735023	null	17.0	18.0	19.0	19.0	17.0	null	null	null
16463284	null	null	18.0	null	null	17.0	null	null	null
25231249	null	null	null	null	null	null	1.6906916225927855	0.19313193165251005	null
18829990	null	null	null	null	null	null	10.0	10.0	null
25497100	null	null	null	19.0	19.0	17.0	null	null	null
14715874	null	17.0	18.0	null	null	17.0	null	null	null
8413627	null	null	10.60161589130286	null	null	17.0	null	null	null
14715873	null	null	null	19.0	null	17.0	null	null	null
18431453	null	null	null	19.0	19.0	17.0	null	null	null
24889031	null	null	18.0	null	null	17.0	null	null	null
24889030	null	null	18.0	null	null	17.0	null	null	null
16321991	null	null	18.0	null	null	17.0	null	null	null
25040602	null	null	18.0	19.0	null	17.0	null	null	null
11603379	11.777288105098016	null	null	null	null	17.0	null	null	null
18176075	18.0	null	null	null	null	null	null	null	null
16357942	null	null	11.98791025242275	19.0	19.0	12.947432051867926	null	null	null
23098757	null	null	18.0	null	null	null	null	null	null
20951386	11.777288105098016	null	null	null	null	null	null	null	null
25681989	null	null	18.0	null	null	17.0	null	null	null
24676999	null	null	18.0	19.0	19.0	17.0	null	null	null
8401515	null	null	18.0	19.0	19.0	17.0	null	null	null
24150608	18.0	null	null	null	null	null	null	null	null
8401516	null	null	18.0	19.0	19.0	17.0	null	null	null
17350979	18.0	null	null	null	null	null	null	null	null
8401517	null	null	null	19.0	19.0	17.0	null	null	null
19803787	11.777288105098016	null	null	null	null	null	null	null	null
19536174	null	null	null	null	19.0	null	null	null	null
18467435	null	null	null	null	null	null	7.1443018735468575	5.704542513661255	null
16788101	11.777288105098016	null	11.98791025242275	null	null	null	7.1443018735468575	null	null
29860631	null	null	null	null	null	17.0	null	null	null
8631603	null	null	null	null	null	null	null	5.704542513661255	null
10955477	11.777288105098016	null	10.88929796375464	19.0	19.0	17.0	null	null	null
9486994	null	null	null	null	19.0	17.0	null	null	null
11093739	null	null	null	19.0	19.0	17.0	null	null	null
9690476	null	null	18.0	null	19.0	17.0	null	null	null
12874454	null	null	18.0	null	19.0	17.0	null	null	null
24698316	null	17.0	null	19.0	19.0	17.0	null	null	null
15176385	null	17.0	18.0	null	null	17.0	null	null	null
22678886	null	null	18.0	null	null	17.0	null	null	null
23786967	null	null	18.0	null	null	17.0	null	null	null
25206167	12.470435285657961	null	18.0	19.0	14.103882247188972	13.640579232427871	null	null	null
15492925	null	null	null	null	19.0	17.0	null	null	null
27737959	null	null	null	null	null	17.0	null	null	null
28860195	11.777288105098016	null	null	null	null	null	null	null	null
18022865	null	null	null	19.0	19.0	17.0	null	null	null
19801147	18.0	11.274233819348781	11.294763071862805	19.0	19.0	17.0	null	null	null
26833328	null	null	null	19.0	19.0	null	null	null	null
19038853	11.084140924538072	null	null	19.0	19.0	17.0	null	null	null
25752820	null	null	18.0	null	null	null	null	null	null
26747084	null	17.0	18.0	19.0	19.0	17.0	null	null	null
10520237	null	null	null	19.0	19.0	17.0	null	null	null
19178938	null	null	11.98791025242275	null	null	17.0	null	null	null
27101134	null	null	18.0	null	null	null	null	null	null
17107852	null	null	null	null	null	17.0	null	null	null
12402272	null	null	18.0	null	null	17.0	null	null	null
30905793	null	null	18.0	19.0	19.0	17.0	null	null	null
15188379	null	null	null	null	null	null	10.0	10.0	7.0
17325976	18.0	null	null	null	null	null	null	null	null
21865362	null	17.0	18.0	19.0	null	17.0	null	null	null
26833330	null	null	null	null	19.0	null	null	null	null
21383261	10.390993743978127	null	null	null	null	null	null	null	null
12402271	null	null	18.0	null	null	17.0	null	null	null
20804101	null	17.0	null	null	null	null	null	null	null
30635911	null	null	18.0	null	null	null	null	null	null
16825433	18.0	null	null	null	null	11.848819763199815	7.1443018735468575	10.0	null
16825431	11.777288105098016	null	null	19.0	19.0	12.54196694375976	null	null	null
7657792	null	17.0	18.0	null	null	17.0	null	null	null
7657794	null	null	18.0	null	null	null	null	null	null
15717312	18.0	null	null	null	null	null	null	null	null
5506046	11.084140924538072	null	null	null	null	null	null	null	null
14551354	null	null	18.0	null	null	17.0	null	null	null
16825429	18.0	17.0	null	19.0	19.0	17.0	null	null	null
27916661	null	17.0	18.0	19.0	null	17.0	null	null	null
7694726	null	null	18.0	19.0	19.0	17.0	null	null	null
21647270	null	17.0	18.0	null	null	null	null	null	null
24135011	18.0	null	null	null	null	null	6.451154692986912	null	null
18418688	null	null	18.0	19.0	null	17.0	null	null	null
15720958	18.0	null	18.0	null	null	null	null	null	null
7893703	null	17.0	18.0	null	null	17.0	null	null	null
19272188	null	17.0	18.0	null	null	17.0	null	null	null
12874405	null	17.0	18.0	null	null	17.0	null	null	null
29184203	null	null	18.0	null	null	null	null	null	null
21647269	null	null	18.0	19.0	19.0	17.0	null	null	null
23747338	null	null	null	null	null	null	10.0	null	null
14563344	null	null	18.0	null	19.0	17.0	null	null	null
11093741	null	17.0	18.0	null	null	17.0	null	null	null
11093740	null	null	18.0	19.0	19.0	17.0	null	null	null
17083333	18.0	null	null	null	null	null	null	6.3976896942212	null
8449505	null	null	18.0	null	null	17.0	null	null	null
8449506	null	null	18.0	null	null	17.0	null	null	null
10338101	null	null	18.0	null	null	17.0	null	null	null
11260230	null	null	18.0	null	null	17.0	null	null	null
21924235	null	17.0	18.0	19.0	null	null	null	null	null
16849419	null	null	18.0	19.0	19.0	17.0	null	null	null
10436378	null	17.0	null	null	null	17.0	null	null	null
20566710	null	11.967380999908727	null	null	null	null	null	null	null
24458874	null	null	null	null	null	17.0	null	null	null
20023659	10.678675816429907	null	null	null	19.0	17.0	null	null	null
16321986	null	17.0	18.0	19.0	null	17.0	null	null	null
12149238	null	null	null	null	19.0	null	null	null	null
23786914	18.0	null	null	null	null	null	null	null	null
29656927	null	null	18.0	19.0	19.0	null	null	null	null
12221109	null	null	18.0	19.0	19.0	17.0	null	null	null
29556033	null	null	18.0	null	null	null	null	null	null
1793673	null	null	11.98791025242275	null	null	null	null	null	null
15164384	null	null	null	19.0	19.0	17.0	null	null	null
20069065	null	null	null	19.0	null	17.0	null	null	null
24928908	null	null	18.0	null	null	17.0	null	null	null
27650058	18.0	null	null	19.0	19.0	17.0	null	null	null
26074427	11.371822996989852	null	11.98791025242275	19.0	19.0	null	null	null	null
19274794	null	17.0	18.0	19.0	19.0	17.0	null	null	null
23385102	12.470435285657961	null	null	null	null	null	null	null	null
25877301	11.189501440195897	null	13.08652254109086	12.648574197328786	13.410735066629027	12.947432051867926	6.451154692986912	null	null
20228799	10.929990244710813	null	null	null	null	null	2.3651783804353284	4.472398832368623	null
24613577	null	17.0	18.0	19.0	19.0	17.0	null	null	null
18817903	null	null	18.0	null	19.0	null	null	null	null
8099202	null	null	null	19.0	19.0	17.0	null	null	null
18286320	null	17.0	18.0	null	null	17.0	null	null	null
29980238	null	null	null	19.0	19.0	17.0	null	null	null
24078737	null	null	18.0	19.0	19.0	17.0	null	null	null
26280575	null	17.0	null	null	19.0	17.0	null	null	null
25912189	null	null	18.0	null	null	17.0	null	null	null
21999818	null	null	18.0	19.0	19.0	17.0	null	null	null
9388484	null	null	18.0	null	null	17.0	null	null	null
11502839	null	null	null	null	null	17.0	null	null	null
11502836	null	null	null	19.0	19.0	17.0	null	null	null
11980916	18.0	null	18.0	19.0	19.0	17.0	null	null	null
8220422	null	17.0	18.0	null	19.0	17.0	null	null	null
8220423	12.875900393766127	null	null	null	19.0	17.0	null	null	null
16260693	18.0	null	null	null	null	null	null	null	null
25808063	null	null	null	19.0	19.0	17.0	null	null	null
23532844	null	17.0	18.0	19.0	19.0	17.0	null	null	null
24039145	null	null	null	19.0	null	null	null	null	null
18406650	null	null	18.0	19.0	19.0	17.0	null	null	null
10375096	null	null	18.0	null	null	17.0	null	null	null
24529773	null	null	18.0	null	null	null	null	null	null
7714085	null	null	18.0	null	null	17.0	null	null	null
27843125	null	null	null	null	null	17.0	null	null	null
8220432	11.084140924538072	null	null	null	19.0	17.0	null	null	null
8858123	null	null	18.0	null	null	17.0	null	null	null
16402211	10.678675816429907	null	null	null	null	12.947432051867926	null	null	null
26338283	null	null	18.0	null	null	null	null	null	null
24843665	null	null	null	null	null	17.0	null	null	null
26992781	13.569047574326072	10.868768711240618	12.904200984296905	null	null	11.15567258263987	null	null	null
18164029	null	null	18.0	null	null	17.0	null	null	null
21224055	null	null	null	null	null	null	3.8484650075425284	null	null
12970295	null	null	18.0	19.0	19.0	17.0	null	null	null
23613113	null	null	18.0	null	null	null	null	null	null
1840561	null	17.0	18.0	19.0	19.0	17.0	null	null	null
26762616	null	null	null	19.0	19.0	null	null	null	null
16982213	18.0	null	18.0	19.0	null	17.0	null	null	null
15056757	null	null	18.0	null	null	17.0	null	null	null
11502818	11.777288105098016	null	null	null	14.103882247188972	12.947432051867926	null	null	null
12392308	null	null	18.0	null	null	null	null	null	null
15972454	null	null	18.0	null	null	17.0	null	null	null
9702906	null	17.0	18.0	null	null	17.0	null	null	null
26123727	null	null	11.98791025242275	null	null	null	null	null	null
7848441	null	null	18.0	null	null	17.0	null	null	null
19176363	18.0	17.0	null	19.0	19.0	17.0	null	null	null
19585149	null	null	null	null	null	null	10.0	10.0	null
10233898	null	null	null	19.0	null	17.0	null	null	null
28328124	null	17.0	18.0	null	19.0	17.0	null	null	null
17154279	null	null	18.0	19.0	19.0	17.0	null	null	null
17994549	null	null	null	13.341721377888732	13.410735066629027	12.947432051867926	null	null	null
1730088	null	17.0	null	null	19.0	17.0	null	null	null
16740138	null	17.0	18.0	19.0	null	17.0	null	null	null
19720936	null	17.0	18.0	null	null	null	null	null	null
1594605	null	null	18.0	null	19.0	17.0	null	null	null
22863190	null	null	null	null	null	17.0	null	null	null
27662089	null	null	18.0	null	null	17.0	null	null	null
21310491	null	17.0	null	null	19.0	17.0	null	null	null
22863194	null	null	null	null	19.0	17.0	null	null	null
12451214	null	null	18.0	19.0	19.0	17.0	null	null	null
22532422	null	17.0	null	null	null	17.0	null	null	null
22863195	null	null	18.0	null	null	17.0	null	null	null
21212097	null	null	null	null	19.0	17.0	null	null	null
15502825	null	17.0	null	null	null	null	null	null	null
15502827	null	null	11.294763071862805	null	13.410735066629027	null	null	null	null
17823207	null	null	18.0	null	null	null	null	null	null
23904686	null	null	null	19.0	19.0	17.0	null	null	null
18577977	null	null	18.0	19.0	19.0	17.0	null	null	null
18538294	null	null	null	null	null	17.0	null	null	null
24481226	null	null	null	19.0	19.0	null	null	null	null
27458560	11.777288105098016	null	18.0	null	null	17.0	null	4.200465116884981	null
9486979	null	null	18.0	null	null	17.0	null	null	null
19259135	null	17.0	18.0	19.0	19.0	17.0	null	null	null
19259137	null	null	null	19.0	null	12.947432051867926	null	null	null
6903190	null	null	11.98791025242275	null	19.0	null	null	null	null
19259130	null	null	18.0	19.0	19.0	17.0	null	null	null
17994563	null	17.0	18.0	null	19.0	17.0	null	null	null
30320580	10.390993743978127	17.0	12.681057432982694	null	null	12.947432051867926	5.272499696645267	null	null
21963884	null	null	null	null	null	null	5.534863961112757	5.704542513661255	null
23603762	10.390993743978127	null	null	null	19.0	17.0	null	null	null
15729346	12.470435285657961	null	18.0	19.0	19.0	17.0	null	null	null
10798362	null	null	null	null	null	17.0	null	null	null
1594625	18.0	null	null	null	null	17.0	null	null	null
10544227	null	null	18.0	19.0	19.0	17.0	null	null	null
25693964	null	null	18.0	19.0	null	17.0	null	null	null
15705395	null	null	18.0	19.0	19.0	17.0	null	null	null
9486973	null	17.0	18.0	null	null	17.0	null	null	null
19318025	null	null	null	null	null	17.0	null	null	null
29255062	null	null	18.0	null	null	17.0	null	null	null
10931421	null	17.0	18.0	null	null	17.0	null	null	null
28328135	null	null	18.0	19.0	19.0	null	null	null	null
12766769	null	17.0	18.0	null	null	null	null	null	null
29255069	10.390993743978127	11.967380999908727	null	19.0	13.410735066629027	12.947432051867926	null	null	null
28328139	null	null	null	19.0	19.0	17.0	null	null	null
7523529	null	null	18.0	19.0	null	17.0	null	null	null
16959810	null	null	null	19.0	null	17.0	null	null	null
15781871	null	17.0	18.0	null	19.0	17.0	null	null	null
20816094	null	null	null	19.0	19.0	17.0	null	null	null
21540551	18.0	null	null	null	19.0	17.0	null	null	null
21361913	null	17.0	18.0	null	null	17.0	null	null	null
10375030	null	null	null	null	null	null	10.0	10.0	null
12752120	null	17.0	null	null	null	17.0	null	null	null
8244341	null	17.0	18.0	null	19.0	17.0	null	null	null
22605915	null	null	18.0	19.0	19.0	17.0	null	null	null
16085695	18.0	null	null	null	19.0	null	null	null	null
19235232	null	17.0	null	19.0	null	17.0	null	null	null
24174593	null	17.0	null	null	null	17.0	null	null	null
8244332	null	null	18.0	19.0	19.0	17.0	null	null	null
19479962	null	17.0	18.0	19.0	19.0	17.0	null	null	null
19235238	null	null	null	19.0	19.0	17.0	null	null	null
16705711	null	17.0	18.0	null	null	17.0	null	null	null
9425900	null	null	null	null	19.0	17.0	null	null	null
11723127	null	null	null	null	null	null	10.0	10.0	null
9425902	null	null	18.0	19.0	19.0	17.0	null	null	null
9450902	null	null	18.0	null	null	17.0	null	null	null
15536153	18.0	null	18.0	19.0	19.0	null	null	null	null
22544422	null	null	null	19.0	19.0	null	null	null	null
9450907	null	null	null	19.0	19.0	17.0	null	null	null
9450909	null	null	18.0	null	null	17.0	null	null	null
1352501	null	null	null	19.0	19.0	17.0	null	null	null
24312598	null	null	null	null	19.0	17.0	null	null	null
21527555	null	null	null	null	null	null	7.837449054106803	5.704542513661255	null
27530281	null	null	11.98791025242275	null	null	17.0	null	null	null
17191126	null	17.0	null	null	null	null	null	null	null
10338097	null	null	18.0	null	null	17.0	null	null	null
10338092	null	null	18.0	null	null	17.0	null	null	null
24784881	null	null	null	null	19.0	null	null	null	null
10338095	null	null	18.0	null	null	17.0	null	null	null
12754746	null	null	null	null	null	null	10.0	null	null
12739139	null	17.0	18.0	19.0	19.0	17.0	null	null	null
11201847	null	null	18.0	19.0	19.0	17.0	null	null	null
20588070	null	null	13.08652254109086	null	null	null	null	null	null
10338091	null	null	null	null	null	17.0	null	null	null
20637498	null	17.0	18.0	null	null	null	null	null	null
12524598	null	17.0	null	19.0	19.0	17.0	null	null	null
8077845	null	null	18.0	null	null	17.0	null	null	null
8702417	null	17.0	18.0	null	null	17.0	null	null	null
16451139	null	null	18.0	19.0	19.0	17.0	null	null	null
16451135	null	null	18.0	null	null	17.0	null	null	null
19732867	null	null	18.0	null	null	null	null	null	null
19732866	10.390993743978127	null	null	null	null	null	null	null	null
19732863	null	null	null	null	19.0	17.0	null	null	null
19732862	null	null	null	null	null	17.0	null	null	null
26666891	12.875900393766127	null	null	19.0	19.0	17.0	null	null	null
22121204	null	null	null	null	null	17.0	null	null	null
23169578	null	null	null	null	null	17.0	null	null	null
16715106	null	null	null	19.0	19.0	17.0	null	null	null
23169582	null	17.0	18.0	null	null	17.0	null	null	null
9376589	null	null	18.0	null	null	17.0	null	null	null
12355402	null	null	18.0	null	null	17.0	null	null	null
23228367	null	null	18.0	null	null	null	null	null	null
26652229	null	null	18.0	19.0	19.0	17.0	null	null	null
28546232	null	17.0	18.0	19.0	19.0	17.0	null	null	null
18805827	null	17.0	null	null	null	17.0	null	null	null
1840477	18.0	17.0	18.0	null	19.0	17.0	null	null	null
15781812	null	17.0	null	19.0	19.0	17.0	null	null	null
1531140	null	null	null	19.0	19.0	17.0	null	null	null
25938801	null	17.0	null	null	null	17.0	null	null	null
12754710	null	17.0	18.0	19.0	null	17.0	null	null	null
15801036	null	17.0	18.0	null	null	17.0	null	null	null
11980847	null	17.0	18.0	null	null	17.0	null	null	null
11980846	null	17.0	18.0	null	null	17.0	null	null	null
18541977	13.163582466217907	13.576818912342826	13.59734816485685	19.0	19.0	17.0	null	null	null
14749350	11.777288105098016	null	null	19.0	null	null	null	null	null
21637914	null	null	18.0	19.0	19.0	17.0	null	null	null
18178630	null	null	11.98791025242275	null	13.410735066629027	null	null	null	null
12754709	null	null	18.0	null	null	null	null	null	null
12754708	null	null	null	null	null	17.0	null	null	null
28825726	12.875900393766127	null	12.393375360530914	null	null	12.436606428101934	8.753739785980958	7.090836874781146	null
10027710	null	null	18.0	19.0	19.0	17.0	null	null	null
18178629	null	17.0	18.0	null	19.0	17.0	null	null	null
12754706	null	null	null	null	null	17.0	null	null	null
16211615	null	null	null	19.0	null	17.0	null	null	null
12754705	null	null	null	null	null	17.0	null	null	null
28825729	9.004699382858236	8.600085169922252	null	null	null	10.750207474531706	4.253930115650693	2.8423416327317867	null
12754703	null	null	18.0	null	null	null	null	null	null
12754701	null	null	null	19.0	19.0	17.0	null	null	null
7939630	null	null	18.0	null	null	17.0	null	null	null
22642810	null	null	18.0	null	null	17.0	null	null	null
27324188	null	null	18.0	null	null	17.0	null	null	null
14749347	null	17.0	18.0	null	null	17.0	null	null	null
24591628	11.777288105098016	null	null	19.0	14.103882247188972	13.640579232427871	10.0	10.0	null
19864672	null	null	null	null	19.0	17.0	null	null	null
15622532	null	17.0	18.0	19.0	null	17.0	null	null	null
23566282	null	null	18.0	null	null	17.0	null	null	null
1756715	null	null	null	null	19.0	17.0	null	null	null
22279524	12.875900393766127	null	null	null	19.0	13.640579232427871	null	null	null
8401582	18.0	null	null	19.0	19.0	17.0	null	null	null
15622536	null	17.0	18.0	19.0	null	17.0	null	null	null
22581468	null	17.0	18.0	null	null	17.0	null	null	null
15489334	null	17.0	18.0	19.0	null	17.0	null	null	null
22865833	null	null	null	null	19.0	null	null	null	null
18587274	null	null	null	null	null	12.947432051867926	null	null	null
16061637	11.777288105098016	null	null	null	null	12.947432051867926	null	null	null
12730725	null	null	18.0	null	null	17.0	null	null	null
18695062	11.084140924538072	null	null	null	19.0	17.0	null	null	null
23280965	null	null	null	19.0	19.0	17.0	null	null	null
15164414	null	17.0	18.0	null	null	17.0	null	null	null
15622541	null	17.0	18.0	19.0	19.0	12.947432051867926	null	null	null
16646960	null	17.0	null	19.0	19.0	17.0	null	null	null
18369171	18.0	null	null	null	null	null	null	null	null
19837063	null	17.0	18.0	19.0	19.0	17.0	null	null	null
23011268	18.0	null	null	null	null	null	null	null	null
24721225	null	null	18.0	null	null	null	null	null	null
18541960	null	null	18.0	19.0	19.0	17.0	null	null	null
21128252	null	null	18.0	null	null	null	null	null	null
28776325	null	null	18.0	19.0	19.0	null	null	null	null
26267576	null	null	18.0	19.0	null	17.0	null	null	null
24419317	null	null	null	null	19.0	12.947432051867926	null	null	null
9435328	null	null	null	null	null	17.0	null	null	null
30779713	null	null	null	null	19.0	17.0	null	null	null
22910039	null	17.0	null	null	null	null	null	null	null
18298334	11.489606032646236	null	null	null	null	null	null	null	null
27625011	null	null	null	null	null	17.0	null	null	null
28052128	null	null	18.0	null	null	17.0	null	null	null
6408138	null	null	18.0	null	null	17.0	null	null	null
20456342	null	null	null	19.0	19.0	17.0	null	null	null
