DatasetName	SSA_SMA	HEL_LEL	MCS_SCS	MG_IES	OMIM_IES	UNIPROT_IES	BioGRID_IES	Reactomepathway_IES	IntAct_IES
31135052	11.777288105098016	null	11.294763071862805	19.0	19.0	17.0	null	null	null
18094730	null	null	null	null	null	17.0	null	null	null
29582519	null	null	18.0	19.0	19.0	17.0	null	null	null
19540844	null	17.0	18.0	null	null	17.0	null	null	null
11273725	null	null	null	null	null	17.0	null	null	null
26846447	null	null	18.0	19.0	19.0	17.0	null	null	null
17875937	null	null	18.0	null	null	null	null	null	null
20142329	null	null	18.0	null	null	null	null	null	null
26643951	12.470435285657961	null	null	null	null	null	null	null	null
16643212	null	null	null	19.0	19.0	17.0	null	null	null
17696175	11.084140924538072	null	null	null	null	12.25428487130798	null	null	null
18515411	null	null	18.0	19.0	null	17.0	null	null	null
21168919	null	null	11.98791025242275	null	null	null	null	null	null
10677483	null	17.0	18.0	null	null	17.0	null	null	null
8314008	null	null	18.0	19.0	19.0	17.0	null	null	null
17287450	null	17.0	18.0	null	null	17.0	null	null	null
8825918	18.0	null	null	19.0	19.0	17.0	null	null	null
19863563	18.0	17.0	18.0	19.0	19.0	17.0	null	null	null
16621890	null	17.0	null	19.0	19.0	17.0	null	null	null
26168012	10.167850192663916	null	null	null	12.312122777960917	11.561137690748035	null	null	null
19344079	null	null	11.98791025242275	null	19.0	17.0	null	null	null
15478468	null	17.0	null	null	null	17.0	null	null	null
31390136	null	null	null	19.0	19.0	null	null	null	null
27988446	null	null	18.0	19.0	19.0	null	null	null	null
26846474	null	17.0	null	null	19.0	17.0	null	null	null
25655951	14.017997794373976	null	16.04835326296917	16.979307537615117	19.0	15.537699217313751	10.0	10.0	null
9249867	null	17.0	18.0	19.0	19.0	17.0	null	null	null
21864321	null	17.0	18.0	19.0	19.0	17.0	null	null	null
19863551	18.0	null	18.0	19.0	19.0	17.0	null	null	null
25988854	null	null	18.0	null	null	17.0	null	null	null
14738421	null	17.0	18.0	null	null	17.0	null	null	null
5412891	null	null	18.0	null	null	null	null	null	null
28988429	null	null	18.0	null	null	null	null	null	null
17503481	null	null	18.0	null	null	null	null	null	null
7693712	null	null	null	19.0	19.0	17.0	null	null	null
17035524	null	11.967380999908727	18.0	19.0	19.0	17.0	null	null	null
8644733	null	null	18.0	null	null	17.0	null	null	null
8644732	11.777288105098016	null	null	null	null	17.0	null	10.0	null
26655953	null	null	null	null	null	null	10.0	null	null
20817137	10.390993743978127	null	null	null	19.0	17.0	null	null	null
19863546	null	null	null	19.0	19.0	17.0	null	null	null
4040330	18.0	null	null	null	null	null	null	null	null
22242004	11.777288105098016	null	null	null	null	17.0	null	null	null
3170748	null	null	18.0	19.0	19.0	17.0	null	null	null
18332091	null	null	18.0	null	null	17.0	null	10.0	null
17660199	null	null	18.0	null	null	17.0	null	null	null
21120950	null	17.0	18.0	null	null	17.0	null	null	null
22580338	9.831377956042704	null	null	null	null	null	3.8484650075425284	4.200465116884981	null
11549681	null	null	null	19.0	19.0	17.0	null	null	null
11549687	null	null	18.0	19.0	19.0	17.0	null	null	null
11549685	null	null	18.0	null	null	17.0	null	null	null
16236767	null	null	18.0	19.0	19.0	17.0	null	null	null
23988467	null	17.0	18.0	19.0	19.0	17.0	null	null	null
22641783	null	null	null	19.0	19.0	17.0	null	null	null
7585968	null	null	null	19.0	19.0	17.0	null	null	null
22408029	null	null	18.0	null	null	17.0	null	null	null
10763829	18.0	null	null	19.0	null	12.947432051867926	10.0	10.0	null
22653752	null	null	18.0	19.0	null	null	null	null	null
23022101	null	10.581086638788836	null	null	19.0	null	null	null	null
9713366	null	null	18.0	19.0	19.0	17.0	null	null	null
15948974	null	null	18.0	null	null	null	null	null	null
29486744	null	null	18.0	19.0	19.0	17.0	null	null	null
11549691	null	null	18.0	19.0	19.0	17.0	null	null	null
14981520	null	17.0	null	null	null	17.0	null	null	null
11809679	18.0	null	null	null	null	12.947432051867926	10.0	10.0	null
7999071	null	null	18.0	null	null	17.0	null	null	null
24746753	null	17.0	null	null	null	null	null	null	null
17875969	null	17.0	11.98791025242275	19.0	19.0	17.0	null	null	null
16608894	null	null	18.0	null	null	17.0	null	null	null
21455213	null	null	18.0	null	null	17.0	null	null	null
7999078	null	null	18.0	19.0	19.0	17.0	null	null	null
12185164	null	17.0	18.0	19.0	19.0	17.0	null	null	null
17417055	null	null	18.0	null	null	null	null	null	null
22580358	null	null	18.0	null	19.0	17.0	null	null	null
16934771	11.777288105098016	null	null	null	null	null	null	10.0	null
27313208	null	null	18.0	19.0	19.0	17.0	null	null	null
27602171	null	null	18.0	null	null	null	null	null	null
16523055	null	null	null	19.0	19.0	17.0	null	null	null
2157753	null	17.0	null	null	null	null	null	null	null
23579383	null	null	18.0	19.0	null	null	null	null	null
12586610	null	17.0	18.0	19.0	19.0	17.0	null	null	null
17696123	null	null	null	19.0	19.0	17.0	null	null	null
21781528	11.777288105098016	null	11.98791025242275	null	null	11.848819763199815	null	null	null
16151338	null	null	18.0	null	null	null	null	null	null
19430481	null	11.274233819348781	null	19.0	19.0	17.0	null	null	null
18067136	null	17.0	18.0	null	null	17.0	null	null	null
17932118	null	null	11.98791025242275	null	null	null	null	null	null
23580368	null	null	18.0	null	null	17.0	null	null	null
17932117	null	null	null	19.0	null	17.0	null	null	null
10665499	null	17.0	18.0	null	null	17.0	null	null	null
25998219	null	null	18.0	null	null	17.0	null	null	null
17873326	null	null	null	19.0	19.0	17.0	null	null	null
15163335	null	null	18.0	19.0	19.0	17.0	null	null	null
23022135	18.0	null	18.0	19.0	19.0	17.0	null	null	null
23022137	null	null	18.0	19.0	19.0	17.0	null	null	null
11689424	null	17.0	18.0	null	null	17.0	null	null	null
12136071	null	17.0	null	null	null	17.0	null	null	null
10700177	null	null	null	null	null	17.0	null	null	null
21193976	null	null	18.0	19.0	19.0	null	null	null	null
12136076	18.0	null	11.98791025242275	19.0	null	17.0	null	null	null
12136074	null	17.0	18.0	19.0	19.0	17.0	null	null	null
21191315	null	null	null	null	null	null	null	10.0	null
22002720	null	null	18.0	null	null	17.0	null	null	null
21406592	null	null	18.0	19.0	19.0	17.0	null	null	null
28067911	null	null	null	null	19.0	17.0	null	null	null
3182793	null	null	null	null	null	17.0	null	null	null
12112092	null	17.0	18.0	19.0	19.0	17.0	null	null	null
8620844	11.084140924538072	null	null	null	null	null	null	null	null
10700180	null	null	null	null	19.0	17.0	null	null	null
27881370	9.831377956042704	null	12.27559232487453	null	null	null	null	null	null
10700186	null	null	null	null	null	17.0	null	null	null
10700184	null	null	null	null	null	17.0	null	null	null
10090912	null	null	18.0	19.0	null	17.0	null	null	null
29618507	12.875900393766127	null	18.0	19.0	19.0	17.0	null	null	null
17336526	null	null	null	13.341721377888732	19.0	17.0	null	null	null
18429043	null	17.0	18.0	null	null	17.0	null	null	null
10090910	null	17.0	18.0	19.0	null	17.0	null	null	null
18429042	null	null	18.0	null	null	17.0	null	null	null
10690282	null	null	null	null	null	17.0	null	null	null
30369941	null	null	18.0	19.0	null	null	null	null	null
27469131	null	null	null	19.0	19.0	null	null	null	null
1718266	null	null	18.0	19.0	19.0	17.0	null	null	null
12112081	null	17.0	null	19.0	19.0	17.0	null	null	null
1639392	null	null	18.0	null	null	17.0	null	null	null
15887124	11.084140924538072	null	null	null	19.0	17.0	null	null	null
22508808	null	null	18.0	null	null	null	null	null	null
25641190	18.0	null	18.0	19.0	19.0	17.0	null	null	null
21396679	null	17.0	18.0	null	null	null	null	null	null
11562630	null	17.0	18.0	19.0	19.0	null	null	null	null
25195019	12.470435285657961	null	null	13.341721377888732	13.410735066629027	12.947432051867926	null	null	null
10090906	null	17.0	null	null	19.0	17.0	null	null	null
27484720	null	null	18.0	null	null	null	null	null	null
30931947	null	null	null	null	19.0	17.0	null	null	null
23797736	8.859517373013738	null	null	null	null	11.443354655091651	4.1430294196172515	2.408705647656926	null
29146216	null	null	null	19.0	19.0	null	null	null	null
10090908	null	null	18.0	null	null	17.0	null	null	null
10090907	null	null	null	19.0	19.0	17.0	null	null	null
19011039	18.0	17.0	null	null	null	12.947432051867926	null	null	null
25053825	null	17.0	null	null	null	null	null	null	null
24952746	null	null	null	null	null	null	5.738959317456272	4.706013683550128	3.2102040960373923
25692795	null	null	18.0	19.0	19.0	null	null	null	null
1639384	null	null	18.0	19.0	null	17.0	null	null	null
28067909	null	null	null	null	19.0	17.0	null	null	null
28067908	null	null	null	null	null	null	4.947077296210638	null	null
21203893	11.777288105098016	null	null	13.341721377888732	null	null	null	null	null
8544190	null	17.0	18.0	19.0	19.0	17.0	null	null	null
24648384	null	null	null	null	19.0	17.0	null	null	null
10089913	null	17.0	null	null	null	17.0	null	null	null
17588203	null	null	null	null	null	12.947432051867926	null	null	null
12393546	null	17.0	null	19.0	19.0	17.0	null	null	null
12393545	null	null	null	null	null	17.0	null	null	null
2495245	null	null	18.0	null	null	17.0	null	null	null
23543484	null	null	null	null	null	17.0	null	null	null
18417481	18.0	null	18.0	null	null	null	null	null	null
1721894	null	null	18.0	19.0	19.0	17.0	null	null	null
28704742	null	null	18.0	null	null	null	null	null	null
22580182	null	null	13.08652254109086	null	null	null	null	null	null
24384146	13.28136550187429	null	11.98791025242275	null	null	null	6.451154692986912	null	null
20335448	null	null	null	19.0	19.0	17.0	null	null	null
7740448	null	null	11.98791025242275	null	null	null	null	null	null
12598898	null	null	18.0	null	null	null	null	null	null
26148990	null	null	null	null	19.0	17.0	null	null	null
17299063	null	null	18.0	null	null	17.0	null	null	null
16126423	null	null	18.0	19.0	19.0	17.0	null	null	null
20071235	null	null	18.0	null	null	null	null	null	null
27903293	11.777288105098016	11.274233819348781	11.294763071862805	19.0	19.0	null	null	null	null
30115659	11.084140924538072	null	null	19.0	19.0	null	null	null	null
19804960	11.777288105098016	null	null	null	null	null	null	null	null
17299070	18.0	null	18.0	19.0	null	17.0	null	null	null
8353496	null	null	18.0	null	null	17.0	null	null	null
17919309	18.0	null	null	19.0	19.0	17.0	null	null	null
19383810	null	null	18.0	null	null	null	null	null	null
1676337	18.0	null	null	null	null	null	null	null	null
8644824	null	17.0	null	null	null	17.0	null	null	null
10677299	null	null	null	19.0	null	17.0	null	null	null
16329100	null	null	null	19.0	19.0	17.0	null	null	null
10677297	null	null	18.0	19.0	null	17.0	null	null	null
10677296	null	null	null	null	null	17.0	null	null	null
8786074	null	17.0	18.0	null	null	17.0	null	null	null
10677294	null	null	18.0	null	null	17.0	null	null	null
26173930	null	17.0	null	null	null	null	null	null	null
21937650	11.084140924538072	null	null	null	null	null	null	null	null
11344308	18.0	null	18.0	null	null	17.0	null	null	null
8786069	null	17.0	18.0	19.0	19.0	17.0	null	null	null
18430085	null	null	18.0	19.0	19.0	17.0	null	null	null
10090935	null	null	18.0	null	null	17.0	null	null	null
10090934	null	null	18.0	null	null	17.0	null	null	null
21051419	11.777288105098016	null	null	19.0	19.0	12.947432051867926	null	null	null
26097239	11.084140924538072	null	null	null	null	null	null	null	null
27484770	null	null	null	null	19.0	null	null	null	null
15368497	null	null	11.98791025242275	null	null	null	null	null	null
14562173	null	null	18.0	19.0	19.0	17.0	null	null	null
23844677	null	null	null	19.0	null	17.0	null	null	null
18924171	null	null	18.0	null	null	17.0	null	null	null
11043508	null	null	18.0	19.0	19.0	17.0	null	null	null
8499901	null	null	18.0	19.0	19.0	17.0	null	null	null
10051399	null	null	null	19.0	13.410735066629027	null	null	null	null
11452125	null	11.967380999908727	null	null	19.0	17.0	null	null	null
22158542	18.0	null	null	null	19.0	17.0	null	null	null
29112861	12.470435285657961	11.274233819348781	null	null	null	null	6.451154692986912	null	null
18478040	null	null	18.0	null	null	17.0	null	null	null
14574156	12.470435285657961	null	18.0	19.0	null	17.0	null	null	null
21937687	13.030051073593384	null	null	null	null	null	6.451154692986912	null	null
19177532	null	17.0	18.0	null	null	17.0	null	null	null
22158537	11.084140924538072	null	null	null	null	12.947432051867926	null	null	null
19177531	null	null	null	null	null	17.0	null	null	null
28185119	null	null	11.98791025242275	19.0	19.0	17.0	null	null	null
22158538	null	null	null	null	null	17.0	null	null	null
22158539	10.167850192663916	9.569485727110356	null	null	19.0	17.0	null	null	null
11927129	null	null	18.0	19.0	null	17.0	null	null	null
18478038	null	17.0	18.0	null	null	17.0	null	null	null
18334619	null	17.0	null	null	null	null	null	null	null
23602339	18.0	null	null	null	null	null	null	null	null
17728670	null	null	null	null	null	null	null	10.0	null
1828760	null	null	18.0	null	null	null	null	null	null
24913193	null	null	null	null	19.0	null	null	null	null
28173123	null	null	null	null	null	17.0	null	null	null
18987736	null	null	null	null	null	17.0	null	null	null
26386044	null	null	null	19.0	19.0	17.0	null	null	null
28268051	null	null	18.0	19.0	19.0	null	null	null	null
9272171	null	17.0	18.0	19.0	19.0	17.0	null	null	null
8752669	null	null	18.0	null	13.410735066629027	null	null	null	null
18924182	null	null	null	null	null	null	2.6783937548922743	3.594329313314666	null
30345904	18.0	null	null	19.0	19.0	17.0	null	null	null
29942082	null	10.860671501007998	10.82814354060131	null	null	null	1.699722000020569	2.9319537914214737	null
11427181	null	null	18.0	19.0	null	17.0	null	null	null
16983646	null	null	null	null	null	null	10.0	null	null
10232633	null	null	18.0	19.0	19.0	17.0	null	null	null
15070943	null	null	18.0	null	null	null	null	null	null
19049681	null	null	null	19.0	19.0	null	null	null	null
21063410	null	null	18.0	19.0	null	17.0	null	null	null
19684605	13.163582466217907	null	null	null	null	12.947432051867926	null	null	null
7880320	null	null	18.0	19.0	19.0	17.0	null	null	null
19190538	null	null	18.0	19.0	19.0	17.0	null	null	null
8507190	null	17.0	18.0	null	null	17.0	null	null	null
18179881	null	null	null	null	null	17.0	null	null	null
18179882	null	null	null	19.0	null	12.947432051867926	null	null	null
10606976	null	null	18.0	null	null	17.0	null	null	null
20193696	null	null	18.0	null	null	null	null	null	null
18179888	null	17.0	null	null	19.0	17.0	null	null	null
15057977	null	null	18.0	19.0	19.0	17.0	null	null	null
16704352	null	null	18.0	null	null	null	null	null	null
15057979	null	null	18.0	19.0	19.0	17.0	null	null	null
19177550	null	null	18.0	null	19.0	null	null	null	null
18179886	null	null	null	null	null	17.0	null	null	null
17716690	null	17.0	18.0	19.0	19.0	17.0	null	null	null
29109240	null	null	18.0	19.0	19.0	17.0	null	null	null
15586325	null	null	null	null	null	17.0	null	null	null
1206391	null	null	18.0	19.0	19.0	17.0	null	null	null
19488045	12.470435285657961	null	null	null	null	null	null	null	null
19659657	null	null	18.0	19.0	19.0	17.0	null	null	null
22628607	null	17.0	18.0	19.0	null	17.0	null	null	null
14598164	null	null	null	19.0	19.0	null	null	null	null
20215591	null	null	null	19.0	19.0	17.0	null	10.0	null
28173158	null	null	18.0	19.0	19.0	17.0	null	null	null
26220823	null	null	null	19.0	19.0	null	null	null	null
19608031	null	17.0	18.0	null	null	null	10.0	null	null
22110584	null	17.0	null	null	null	null	null	null	null
26073243	null	null	18.0	19.0	19.0	17.0	null	null	null
7740478	9.985528635869962	null	null	null	null	null	null	5.704542513661255	null
24398790	null	17.0	18.0	19.0	19.0	17.0	null	null	null
1497677	11.777288105098016	17.0	18.0	null	null	17.0	null	null	null
21335660	null	17.0	18.0	null	null	17.0	null	null	null
17495960	null	17.0	18.0	null	null	17.0	null	null	null
9260159	null	null	18.0	19.0	19.0	17.0	null	null	null
25751627	11.084140924538072	null	null	19.0	null	17.0	null	null	null
17082186	null	null	18.0	null	null	17.0	null	null	null
22460318	null	null	18.0	null	null	null	null	null	null
21323680	12.470435285657961	null	null	null	null	null	null	null	null
22447358	11.084140924538072	null	11.294763071862805	13.341721377888732	13.410735066629027	null	null	null	null
17481393	null	null	18.0	null	null	null	null	null	null
25809485	null	null	18.0	null	null	17.0	null	null	null
25401470	null	null	null	null	null	17.0	null	null	null
10545420	18.0	12.883671731782881	null	null	null	null	null	null	null
18179891	null	null	null	null	19.0	17.0	null	null	null
24577513	null	17.0	18.0	null	19.0	17.0	null	null	null
21722919	18.0	null	null	null	null	null	null	null	null
15199168	null	null	18.0	19.0	null	17.0	null	null	null
15297675	null	null	18.0	19.0	19.0	17.0	null	null	null
27602517	null	null	18.0	null	null	null	null	null	null
18179896	null	null	null	null	19.0	17.0	null	null	null
1664305	null	17.0	null	null	null	null	null	null	null
16297860	null	17.0	18.0	null	null	null	null	null	null
18179898	null	null	null	null	19.0	17.0	null	null	null
16983685	null	null	null	null	null	17.0	null	null	null
9284105	null	null	18.0	null	null	17.0	null	null	null
28915517	null	null	18.0	19.0	19.0	17.0	null	null	null
12112044	11.777288105098016	null	null	null	19.0	13.640579232427871	null	null	null
17578852	null	null	null	null	null	17.0	null	null	null
8499924	null	null	18.0	null	19.0	17.0	null	null	null
15731757	18.0	null	null	null	null	17.0	10.0	10.0	null
9272161	null	17.0	18.0	19.0	19.0	17.0	null	null	null
15731758	18.0	null	null	19.0	19.0	17.0	null	null	null
26822784	null	null	18.0	null	null	17.0	null	null	null
16439621	18.0	null	null	null	19.0	13.35289715997609	10.0	10.0	null
19706438	null	null	null	null	null	17.0	null	null	null
18322640	null	null	null	null	null	17.0	null	null	null
15958052	13.163582466217907	null	null	null	19.0	null	null	null	null
25712080	12.470435285657961	null	null	19.0	19.0	17.0	null	null	null
25712082	null	null	18.0	null	null	null	null	null	null
3708159	null	null	18.0	null	null	17.0	null	null	null
9520460	null	null	null	null	19.0	null	null	null	null
28657861	null	17.0	18.0	null	null	17.0	null	null	null
26124963	null	17.0	18.0	19.0	19.0	17.0	null	null	null
24053514	null	null	18.0	19.0	19.0	17.0	null	null	null
9259198	null	17.0	18.0	19.0	19.0	17.0	null	null	null
11954751	null	null	18.0	19.0	19.0	17.0	null	null	null
9272155	null	17.0	18.0	null	null	17.0	null	null	null
9272156	null	null	18.0	null	null	17.0	null	null	null
1316765	11.084140924538072	17.0	null	null	null	12.25428487130798	null	null	null
9259195	null	null	null	null	null	17.0	null	null	null
20580948	null	17.0	18.0	19.0	null	17.0	null	null	null
28043919	12.470435285657961	null	18.0	19.0	19.0	17.0	null	null	null
17649720	null	null	18.0	null	null	null	10.0	null	null
19875396	18.0	null	12.681057432982694	null	null	17.0	null	null	null
9259199	null	null	18.0	null	null	17.0	null	null	null
28031937	10.678675816429907	null	11.98791025242275	13.341721377888732	null	null	null	null	null
26820108	null	17.0	null	null	null	null	null	null	null
8499925	null	null	18.0	null	null	17.0	null	null	null
11104662	null	null	null	19.0	19.0	17.0	null	null	null
9007482	null	null	18.0	19.0	null	17.0	null	null	null
26545904	null	null	18.0	null	null	null	null	null	null
12393505	null	17.0	18.0	null	null	17.0	null	null	null
24100448	null	null	18.0	null	null	17.0	null	null	null
27832414	null	null	18.0	null	null	null	null	null	null
7585650	null	null	null	null	null	17.0	null	null	null
25557232	18.0	null	18.0	null	19.0	17.0	null	null	null
25339356	10.390993743978127	null	null	null	null	null	null	null	null
19236431	null	null	18.0	19.0	19.0	null	null	null	null
7607641	null	17.0	18.0	null	null	17.0	null	null	null
26229107	null	null	null	null	null	null	7.837449054106803	7.090836874781146	4.126494827911547
27261973	null	null	null	19.0	19.0	17.0	null	null	null
26917586	null	null	18.0	19.0	19.0	17.0	null	null	null
26026874	11.777288105098016	null	null	null	null	null	null	null	null
9211198	null	17.0	18.0	null	null	17.0	null	null	null
8510758	null	null	null	null	null	null	10.0	null	null
10679939	null	null	null	19.0	19.0	17.0	null	null	null
7607655	null	null	18.0	null	19.0	17.0	null	null	null
17011878	12.875900393766127	null	null	null	19.0	12.25428487130798	null	null	null
18985159	11.084140924538072	10.175621530680672	null	19.0	19.0	null	null	null	null
10679936	null	17.0	null	null	null	17.0	null	null	null
10679941	null	null	null	null	null	17.0	null	null	null
27785568	null	null	18.0	19.0	19.0	null	null	null	null
26063829	null	null	10.88929796375464	19.0	19.0	null	null	null	null
10594344	11.084140924538072	null	null	null	null	null	5.534863961112757	null	null
9389728	null	null	null	19.0	19.0	17.0	null	null	null
11940055	null	null	null	19.0	19.0	17.0	null	null	null
17765677	null	null	18.0	null	null	null	null	null	null
15816828	null	null	null	null	null	17.0	null	null	null
25340340	null	17.0	18.0	19.0	19.0	17.0	null	null	null
11748304	18.0	null	null	null	null	12.947432051867926	null	null	null
25799584	null	null	18.0	19.0	19.0	17.0	null	null	null
27388964	null	null	null	null	null	12.947432051867926	null	null	null
26917598	null	null	18.0	null	null	null	null	null	null
26917597	null	null	null	19.0	null	null	null	null	null
8943353	null	null	11.98791025242275	null	null	17.0	null	null	null
17659067	null	null	18.0	null	19.0	17.0	null	null	null
10679949	null	17.0	18.0	19.0	19.0	17.0	null	null	null
10679944	null	null	18.0	null	null	17.0	null	null	null
21347749	null	null	18.0	null	null	null	null	null	null
10679946	null	17.0	18.0	19.0	null	17.0	null	null	null
10679952	18.0	null	null	19.0	null	17.0	null	null	null
17726072	10.390993743978127	null	null	19.0	19.0	17.0	null	null	null
15765048	null	null	18.0	null	null	null	null	null	null
15985586	null	17.0	18.0	19.0	19.0	17.0	null	null	null
12574942	18.0	null	null	null	null	17.0	null	null	null
10679957	null	null	18.0	null	null	17.0	null	null	null
28657829	11.084140924538072	null	null	null	19.0	17.0	null	null	null
26435498	null	17.0	18.0	19.0	19.0	17.0	null	null	null
22327515	null	null	null	null	19.0	17.0	null	null	null
21998596	null	11.967380999908727	null	null	19.0	17.0	null	null	null
9629852	null	17.0	18.0	null	null	17.0	null	null	null
9326186	null	null	18.0	null	null	17.0	null	null	null
21345103	null	null	null	null	19.0	null	null	null	null
23651273	null	null	18.0	19.0	null	17.0	null	null	null
26075822	null	13.065993288576836	null	null	null	null	null	null	null
15816863	null	11.967380999908727	null	null	null	null	null	null	null
22315502	11.777288105098016	null	18.0	null	19.0	12.25428487130798	5.534863961112757	5.704542513661255	null
19440199	18.0	null	null	null	null	null	null	null	null
29246969	null	null	18.0	19.0	19.0	null	null	null	null
11138003	10.167850192663916	10.581086638788836	null	null	null	17.0	null	null	null
8776600	null	null	18.0	null	null	17.0	null	null	null
26677414	null	17.0	18.0	null	null	17.0	null	null	null
20854438	null	null	18.0	19.0	19.0	17.0	null	null	null
10195214	null	null	18.0	null	null	17.0	null	null	null
12802750	null	null	18.0	null	null	null	null	null	null
22122651	null	null	null	null	null	null	7.837449054106803	10.0	null
20144662	18.0	null	null	null	null	null	null	null	null
20854437	null	17.0	18.0	null	19.0	17.0	null	null	null
9556461	null	null	null	null	null	17.0	null	null	null
10653325	null	null	18.0	19.0	19.0	17.0	null	null	null
1338114	null	17.0	18.0	null	null	17.0	null	null	null
17848409	null	17.0	18.0	null	null	17.0	null	null	null
8510709	null	null	null	19.0	19.0	17.0	null	null	null
10462600	null	null	18.0	19.0	19.0	17.0	null	null	null
24829207	null	null	null	null	19.0	null	null	null	null
7534039	null	null	null	null	19.0	17.0	null	null	null
25185702	null	null	18.0	19.0	19.0	17.0	null	null	null
1280334	null	null	18.0	19.0	19.0	null	null	null	null
15549395	null	17.0	18.0	null	null	17.0	null	null	null
11940089	null	11.967380999908727	11.294763071862805	null	null	null	null	null	null
8473283	null	null	18.0	19.0	19.0	17.0	null	null	null
22496201	null	null	18.0	null	null	17.0	null	null	null
11138011	null	17.0	18.0	null	19.0	17.0	null	null	null
16537705	null	null	null	null	null	null	null	10.0	null
24239381	null	11.274233819348781	null	null	19.0	null	null	null	null
24239382	null	null	null	null	19.0	null	null	null	null
18539553	10.678675816429907	null	11.98791025242275	null	19.0	12.947432051867926	null	null	null
19934218	null	17.0	18.0	19.0	19.0	17.0	null	null	null
11138007	11.084140924538072	null	10.37847233998865	null	null	null	null	null	null
11138009	null	17.0	null	19.0	19.0	17.0	null	null	null
21551322	11.084140924538072	null	null	null	19.0	17.0	null	null	null
11405812	null	null	null	19.0	19.0	17.0	null	null	null
16537716	10.678675816429907	null	null	null	null	null	null	null	null
30308956	null	null	18.0	null	null	17.0	null	null	null
19562503	null	null	18.0	null	null	17.0	null	null	null
23579484	null	null	null	null	19.0	17.0	null	null	null
16488577	null	null	18.0	19.0	19.0	17.0	null	null	null
21815252	null	null	18.0	19.0	null	17.0	null	null	null
27868325	null	null	18.0	null	19.0	17.0	null	null	null
25560804	null	null	18.0	null	null	null	null	null	null
8353500	null	17.0	18.0	19.0	19.0	17.0	null	null	null
8353501	null	null	18.0	19.0	19.0	17.0	null	null	null
19383797	null	null	18.0	null	null	null	null	null	null
17434924	null	null	null	null	null	17.0	null	null	null
23734232	null	null	18.0	19.0	19.0	null	null	null	null
27236923	null	17.0	null	null	19.0	17.0	null	null	null
27868344	18.0	null	null	null	null	17.0	null	null	null
9811831	null	17.0	18.0	null	null	17.0	null	null	null
27236920	null	null	null	null	19.0	17.0	null	null	null
24722444	null	null	11.98791025242275	null	null	17.0	null	null	null
23940125	null	null	18.0	19.0	19.0	17.0	null	null	null
20061804	null	null	null	null	null	null	10.0	null	null
22736418	null	null	null	19.0	19.0	17.0	null	null	null
15828882	null	17.0	null	19.0	19.0	17.0	null	null	null
8630239	null	null	18.0	19.0	19.0	17.0	null	null	null
17503333	null	null	null	null	null	17.0	null	null	null
17503335	null	null	null	19.0	19.0	17.0	null	null	null
3182847	null	null	18.0	19.0	19.0	17.0	null	null	null
24136356	null	null	null	null	null	17.0	null	null	null
16151413	null	null	18.0	null	null	null	null	null	null
27496670	null	null	null	19.0	19.0	17.0	null	null	null
28124177	null	17.0	18.0	null	19.0	17.0	null	null	null
26173962	null	17.0	18.0	null	null	17.0	null	null	null
27868350	null	null	18.0	null	null	null	null	null	null
8896567	null	null	18.0	null	19.0	17.0	null	null	null
15853823	null	null	18.0	null	null	17.0	null	null	null
8896568	10.390993743978127	null	null	null	null	17.0	5.534863961112757	5.704542513661255	null
21840233	null	null	18.0	19.0	null	null	null	null	null
8896569	null	17.0	18.0	null	null	17.0	null	null	null
26173967	null	null	18.0	19.0	19.0	null	null	null	null
16934689	null	17.0	null	null	null	12.947432051867926	null	null	null
8896560	null	17.0	18.0	19.0	19.0	17.0	null	null	null
19381154	18.0	null	null	null	null	null	null	null	null
8896562	null	null	18.0	null	19.0	17.0	null	null	null
8896563	11.371822996989852	null	11.071619520548595	null	null	17.0	null	null	null
11858948	null	17.0	null	null	null	17.0	null	null	null
8896564	18.0	null	null	null	null	17.0	null	null	null
27209344	null	null	18.0	null	null	17.0	null	null	null
18794856	10.678675816429907	null	null	null	null	null	null	null	null
18299791	11.084140924538072	null	null	null	null	null	null	null	null
17529973	null	null	null	null	null	12.947432051867926	null	null	null
10834525	null	17.0	18.0	19.0	null	17.0	null	null	null
21502324	null	null	18.0	19.0	null	17.0	null	null	null
18794853	10.678675816429907	null	null	null	null	null	5.272499696645267	null	null
19466712	12.693578836972172	11.561915891800563	null	19.0	19.0	17.0	5.534863961112757	null	null
23758206	null	17.0	null	null	null	17.0	null	null	null
25342930	null	null	18.0	null	null	null	null	null	null
7585603	18.0	null	null	null	null	null	null	null	null
28209736	null	null	18.0	null	null	null	null	null	null
26173970	null	null	null	19.0	19.0	17.0	null	null	null
16863852	11.084140924538072	null	null	null	null	null	10.0	null	null
1909089	18.0	null	18.0	null	null	17.0	null	null	null
8896559	null	null	null	null	19.0	null	null	null	null
17529967	null	null	null	null	null	11.848819763199815	null	null	null
31125343	null	null	null	null	null	17.0	null	null	null
15826241	null	17.0	18.0	null	19.0	17.0	null	null	null
30093711	null	null	18.0	19.0	19.0	17.0	null	null	null
17934883	null	17.0	18.0	19.0	19.0	17.0	null	null	null
21467542	null	null	18.0	null	null	null	null	null	null
12199686	null	null	18.0	null	null	17.0	null	null	null
19442771	null	17.0	null	null	null	17.0	null	null	null
12910490	null	17.0	18.0	null	null	17.0	null	null	null
10677304	null	11.967380999908727	11.98791025242275	null	null	17.0	null	null	null
23423984	null	17.0	null	null	19.0	17.0	null	null	null
