SSA_SMA	HEL_LEL	MCS_SCS	MG_IES	OMIM_IES	UNIPROT_IES	OMIM_CDS	UNIPROT_CDS	BioGRID_IES	Reactomepathway_IES	IntAct_IES
				C0546264		C1840437	C1840437			
				C4013949		C1858338	C1858338			
				C2677500		C4733128	C4733128			
				C0151879		C0393912	C0393912			
				C1959626		C0340848	C0340848			
				C3860213		C3668942	C3668942			
				C1260386		C0393818	C0393818			
				C0016781		C1866094	C1866094			
				C0003811		C1456865	C1456865			
				C0238358		C3809013	C3809013			
				C3179455		C3150736	C3150736			
				C4225300		C1858302	C1858302			
				C0023465		C3151513	C3151513			
				C1853761		C0266225	C0266225			
				C0023465		C0406726	C0406726			
				C0023467		C1854540	C1854540			
				C0023465		C4749824	C4749824			
				C0549567		C1837026	C1837026			
				C0345427		C0272066	C0272066			
				C0268179		C0265201	C0265201			
				C0023467		C2931058	C2931058			
				C3164344		C3805411	C3805411			
				C0023467		C3809005	C3809005			
				C4310756		C0085650	C0085650			
				C0751785		C4284592	C4284592			
				C0268495		C3805412	C3805412			
				C4014869		C1864389	C1864389			
				C4225285		C4479409	C4479409			
				C0019284		C0749794	C0749794			
				C1843028		C4225321	C4225321			
				C4228778		C3149931	C3149931			
				C4479653		C1858679	C1858679			
				C0752104		C1849348	C1849348			
				C1142166		C0220710	C0220710			
				C0752105		C0220711	C0220711			
				C0752100		C0268060	C0268060			
				C1846790		C0349578	C0349578			
				C3542500		C0349579	C0349579			
				C0752101		C0014869	C0014869			
				C0023465		C0796085	C0796085			
				C0023467		C1300257	C1300257			
				C0023465		C1861194	C1861194			
				C0023465		C0014591	C0014591			
				C0018798		C3150667	C3150667			
				C0587248		C3887497	C3887497			
				C4310644		C4539919	C4539919			
				C0022521		C0265529	C0265529			
				C1832942		C4540559	C4540559			
				C1832940		C1843478	C1843478			
				C3550856		C0019618	C0019618			
				C4554007		C3809198	C3809198			
				C0002448		C0019625	C0019625			
				C0009782		C1865145	C1865145			
				C1136033		C1853733	C1853733			
				C0085413		C3714992	C3714992			
				C1855644		C2675205	C2675205			
				C1855128		C2675204	C2675204			
				C3151463		C2675206	C2675206			
				C0154832		C0260662	C0260662			
				C0795998		C2931263	C2931263			
				C4225364		C2749106	C2749106			
				C4225301		C3539071	C3539071			
				C0795998		C4310668	C4310668			
				C2931048		C0393720	C0393720			
				C4310766		C1847406	C1847406			
				C4225332		C3151061	C3151061			
				C3887487		C0340968	C0340968			
				C0025363		C1854065	C1854065			
				C1836033		C0346421	C0346421			
				C2717906		C2981140	C2981140			
				C3554047		C0265309	C0265309			
				C0151888		C3665333	C3665333			
				C0151889		C1510450	C1510450			
				C4551675		C1291620	C1291620			
				C1833382		C1834144	C1834144			
				C0678213		C4273131	C4273131			
				C1838625		C0431349	C0431349			
				C1838625		C3669122	C3669122			
				C1862103		C1867000	C1867000			
				C4551568		C2931112	C2931112			
				C3541456		C4225222	C4225222			
				C0043202		C0268601	C0268601			
				C0033860		C0036830	C0036830			
				C1853623		C4748569	C4748569			
				C0024299		C2931029	C2931029			
				C1969657		C4225381	C4225381			
				C1859592		C2931588	C2931588			
				C3280371		C0751584	C0751584			
				C1864002		C0751583	C0751583			
				C4310774		C0751586	C0751586			
				C0035455		C0751585	C0751585			
				C3554385		C0349633	C0349633			
				C3645536		C0242461	C0242461			
				C0036305		C0085860	C0085860			
				C0019193		C1846896	C1846896			
				C2751089		C0085859	C0085859			
				C0339527		C0403814	C0403814			
				C1383860		C1832216	C1832216			
				C0268654		C1832215	C1832215			
				C1850600		C0265218	C0265218			
				C0015625		C0231712	C0231712			
				C4551977		C1864652	C1864652			
				C1849507		C1858084	C1858084			
				C0023485		C1853286	C1853286			
				C0022680		C3279660	C3279660			
				C4225162		C0080274	C0080274			
				C3714756		C0795690	C0795690			
				C0023418		C1845181	C1845181			
				C0023418		C1855755	C1855755			
				C3469186		C3888355	C3888355			
				C1708349		C4225153	C4225153			
				C4554007		C2749240	C2749240			
				C3809299		C4304400	C4304400			
				C0036341		C0162819	C0162819			
				C0022821		C1866636	C1866636			
				C0432262		C3810265	C3810265			
				C0085548		C1854919	C1854919			
				C0349639		C3277076	C3277076			
				C1862939		C4225295	C4225295			
				C2363129		C1271100	C1271100			
				C4479651		C2936879	C2936879			
				C4748195		C0085547	C0085547			
				C2751083		C1832550	C1832550			
				C3809706		C0751925	C0751925			
				C0349639		C0751924	C0751924			
				C3151465		C3280428	C3280428			
				C0023418		C3668943	C3668943			
				C4014738		C3890168	C3890168			
				C0023418		C0265286	C0265286			
				C0023418		C4084821	C4084821			
				C4551714		C4750855	C4750855			
				C4538795		C1419610	C1419610			
				C0751651		C4084709	C4084709			
				C0543888		C1801950	C1801950			
				C4014393		C4748540	C4748540			
				C1969809		C0268160	C0268160			
				C0009207		C1838702	C1838702			
				C1847555		C0342549	C0342549			
				C2676786		C1956349	C1956349			
				C2675859		C4693799	C4693799			
				C1302790		C0016325	C0016325			
				C2748801		C0009197	C0009197			
				C0750887		C2751544	C2751544			
				C3553298		C1848604	C1848604			
				C1838951		C1846331	C1846331			
				C4014648		C3810283	C3810283			
				C4510731		C3502469	C3502469			
				C1865349		C1836876	C1836876			
				C0151879		C0028313	C0028313			
				C1854310		C0220664	C0220664			
				C1852085		C4225320	C4225320			
				C0015371		C2931870	C2931870			
				C3553774		C0021776	C0021776			
				C0036572		C4021768	C4021768			
				C0038356		C0005129	C0005129			
				C0342418		C4551951	C4551951			
				C4722564		C4017073	C4017073			
				C0685838		C2931296	C2931296			
				C1563937		C0795950	C0795950			
				C2675487		C4228779	C4228779			
				C0267380		C2931244	C2931244			
				C4721502		C0423682	C0423682			
				C1835826		C4225404	C4225404			
				C0428908		C0423689	C0423689			
				C3714756		C1848411	C1848411			
				C1844677		C0266548	C0266548			
				C2931009		C0879257	C0879257			
				C0428908		C4748219	C4748219			
				C0751208		C1868397	C1868397			
				C0751207		C4310760	C4310760			
				C4310819		C0085307	C0085307			
				C0020796		C2673196	C2673196			
				C0265971		C1846367	C1846367			
				C4748292		C1845167	C1845167			
				C3151230		C0235753	C0235753			
				C0015397		C1856883	C1856883			
				C0022679		C0796068	C0796068			
				C0085652		C0751061	C0751061			
				C0403397		C0149978	C0149978			
				C0025363		C1861185	C1861185			
				C4317224		C1412000	C1412000			
				C3809513		C0009090	C0009090			
				C0342573		C0085278	C0085278			
				C4479250		C0162530	C0162530			
				C4551977		C0157743	C0157743			
				C1969056		C0856830	C0856830			
				C3714756		C0031269	C0031269			
				C1969057		C0687720	C0687720			
				C3889474		C0020258	C0020258			
				C4310804		C1866174	C1866174			
				C4748732		C0342708	C0342708			
				C1851504		C4310693	C4310693			
				C0004134		C0349231	C0349231			
				C3809738		C3553940	C3553940			
				C3151433		C0795806	C0795806			
				C0457133		C3806917	C3806917			
				C0231221		C0027662	C0027662			
				C1862389		C3280182	C3280182			
				C0340427		C2751987	C2751987			
				C2751088		C0520739	C0520739			
				C3502809		C0024440	C0024440			
				C1855008		C0027543	C0027543			
				C0751882		C1327919	C1327919			
				C0042510		C0032339	C0032339			
				C3714932		C0026826	C0026826			
				C2676771		C1845102	C1845102			
				C0006267		C3554105	C3554105			
				C0023264		C0398776	C0398776			
				C0024623		C0398775	C0398775			
				C1853445		C1840322	C1840322			
				C3808935		C0877848	C0877848			
				C0039685		C3807295	C3807295			
				C0342801		C0854145	C0854145			
				C4225377		C0243010	C0243010			
				C4552768		C1849115	C1849115			
				C0238052		C1264041	C1264041			
				C1968699		C2931837	C2931837			
				C0205713		C1264040	C1264040			
				C1449563		C1264039	C1264039			
				C0948387		C1510455	C1510455			
				C0345408		C0220992	C0220992			
				C0028326		C4551775	C4551775			
				C2675750		C0836924	C0836924			
				C3809434		C4049798	C4049798			
				C3279775		C1839259	C1839259			
				C0431399		C0432230	C0432230			
				C0152018		C0085582	C0085582			
				C0393593		C1291422	C1291422			
				C4303791		C4014534	C4014534			
				C0393598		C1533587	C1533587			
				C0751330		C0393778	C0393778			
				C0265965		C2676780	C2676780			
				C0020538		C4748701	C4748701			
				C4551499		C0002962	C0002962			
				C0034067		C3854181	C3854181			
				C0009405		C0265342	C0265342			
				C3179239		C3280734	C3280734			
				C0399376		C3280730	C3280730			
				C3714506		C0036659	C0036659			
				C0399372		C0242013	C0242013			
				C4551804		C0796012	C0796012			
				C0340970		C0342735	C0342735			
				C4283894		C4310655	C4310655			
				C3150419		C0268525	C0268525			
				C3541853		C1832174	C1832174			
				C3710589		C0242343	C0242343			
				C0024236		C1856128	C1856128			
				C0026650		C0242342	C0242342			
				C3809719		C0342800	C0342800			
				C0220722		C0162677	C0162677			
				C0241772		C0342783	C0342783			
				C4310681		C0398762	C1866029			
				C0238111		C1866029	C0398762			
				C3151568		C2750481	C2750481			
				C4310700		C0456070	C0456070			
				C1414017		C1842486	C1842486			
				C1853096		C2751312	C2751312			
				C3554078		C4303789	C4303789			
				C1961102		C1832588	C1832588			
				C1848552		C0410005	C0410005			
				C4310664		C3150924	C3150924			
				C1292778		C0795887	C0795887			
				C0342683		C4310622	C4310622			
				C3714756		C4012410	C4012410			
				C0018566		C0036489	C0036489			
				C3489725		C4551693	C4551693			
				C4551549		C4310706	C4310706			
				C3489725		C0796275	C0796275			
				C4015388		C0391976	C0391976			
				C3489724		C0236964	C0236964			
				C4551568		C1833213	C1833213			
				C4552100		C4693376	C4693376			
				C3463824		C2677328	C2677328			
				C3463824		C0026633	C0026633			
				C1567741		C4015146	C4015146			
				C1567742		C0023743	C0023743			
				C1567741		C0746882	C0746882			
				C0431399		C4693704	C4693704			
				C4551902		C0268179	C0268179			
				C4225260		C4310756	C4310756			
				C0917816		C0276535	C0276535			
				C1567744		C1136033	C1136033			
				C1567743		C1843758	C1843758			
				C0030360		C1855128	C1855128			
				C0220722		C0011311	C0011311			
				C0013421		C3279716	C3279716			
				C0020796		C4310746	C4310746			
				C1567744		C4310766	C4310766			
				C0220722		C1845366	C1845366			
				C1567741		C1864002	C1864002			
				C1567743		C4225309	C4225309			
				C1567742		C2751089	C2751089			
				C1567744		C0339537	C0339537			
				C1567743		C2673477	C2673477			
				C0030214		C1844836	C1844836			
				C1567742		C0432262	C0432262			
				C0494261		C4479651	C4479651			
				C0344307		C2751083	C2751083			
				C1838979		C1865794	C1865794			
				C1855119		C4014738	C4014738			
				C1863561		C4538795	C4538795			
				C0024301		C4014393	C4014393			
				C4310728		C1847555	C1847555			
				C0020796		C2676786	C2676786			
				C1333991		C1302790	C1302790			
				C1333990		C3553298	C3553298			
				C4014584		C1844677	C1844677			
				C0751093		C2931009	C2931009			
				C3554594		C4479250	C4479250			
				C1855114		C0392475	C0392475			
				C0026706		C0795996	C0795996			
				C1292778		C4751077	C4751077			
				C3711374		C4014617	C4014617			
				C0008928		C3279775	C3279775			
				C0751123		C0544796	C0544796			
				C1842180		C0344730	C0344730			
				C0751360		C4310664	C4310664			
				C1866282		C4540511	C4540511			
				C0917816		C4693736	C4693736			
				C0007959		C1855116	C1855116			
				C4048158		C4014584	C4014584			
				C1862151		C1855115	C1855115			
				C0035309		C1855114	C1855114			
				C1863051		C0751360	C0751360			
				C0023264		C0878666	C0878666			
				C4225252		C4310663	C4310663			
				C0018021		C0339143	C0339143			
				C0427201		C1856932	C1856932			
				C0427202		C1856972	C1856972			
				C4310663		C2752008	C2752008			
				C3808800		C0265252	C0265252			
				C3808988		C0342731	C0342731			
				C1449563		C0342283	C0342283			
				C0431380		C3554163	C3554163			
				C0000772		C0342278	C0342278			
				C0265221		C4310775	C4310775			
				C0393702		C4310661	C4310661			
				C0005818		C0019296	C0019296			
				C4310703		C0019295	C0019295			
				C2746083		C1842109	C1842109			
				C1859817		C1863844	C1863844			
				C0011053		C0700299	C0700299			
				C0751110		C2673922	C2673922			
				C0011052		C0019294	C0019294			
				C0020428		C0001080	C0001080			
				C4551568		C0950121	C0950121			
				C0002066		C4225237	C4225237			
				C3888065		C0950122	C0950122			
				C3469606		C0007192	C0007192			
				C0010035		C1112486	C1112486			
				C4310754		C3683846	C3683846			
				C0017919		C4693933	C4693933			
				C4014557		C0014799	C0014799			
				C0018794		C1863924	C1863924			
				C0812437		C0677501	C0677501			
				C0751056		C0022972	C0022972			
				C0027125		C4014545	C4014545			
				C3808883		C0014324	C0014324			
				C3888087		C1858968	C1858968			
				C0086237		C0403440	C0403440			
				C1856932		C1834969	C1834969			
				C0393702		C3553948	C3553948			
				C0265339		C3553947	C3553947			
				C1136249		C3714896	C3714896			
				C0557874		C0036974	C0036974			
				C0948896		C0012813	C0012813			
				C3809781		C0270922	C0270922			
				C3808964		C0231691	C0231691			
				C3151058		C0349391	C0349391			
				C0271097		C1336078	C1336078			
				C1850343		C2931577	C2931577			
				C0086236		C4479599	C4479599			
				C0029434		C4707173	C4707173			
				C0349588		C0007107	C0007107			
				C0242379		C4225327	C4225327			
				C0005941		C4749378	C4749378			
				C0432272		C0349702	C0349702			
				C1855425		C0085409	C0085409			
				C3489532		C0027960	C0027960			
				C1879286		C1856730	C1856730			
				C0948896		C3541319	C3541319			
				C0543541		C3806275	C3806275			
				C1856972		C1856728	C1856728			
				C3714756		C4014814	C4014814			
				C0149958		C2931404	C2931404			
				C1879286		C0041107	C0041107			
				C1868672		C4319565	C4319565			
				C4023676		C4014540	C4014540			
				C4303475		C2930922	C2930922			
				C0151686		C1306214	C1306214			
				C4304832		C3151407	C3151407			
				C2676243		C3553929	C3553929			
				C0427190		C2212006	C3553937			
				C0086543		C3553937	C2212006			
				C2931781		C3553936	C3553936			
				C0022584		C1857355	C1857355			
				C0376634		C0751366	C0751366			
				C4747922		C3279905	C3279905			
				C0270960		C0037188	C0037188			
				C1855109		C0034155	C0034155			
				C1836482		C2931585	C2931585			
				C0266642		C0751037	C0751037			
				C1449563		C0751039	C0751039			
				C0424605		C0038506	C0038506			
				C0085110		C0751038	C0751038			
				C0152427		C0265246	C0265246			
				C3714756		C3150942	C3150942			
				C3150821		C0349426	C0349426			
				C4479333		C1969092	C1969092			
				C3809965		C4748374	C4748374			
				C0034067		C0749098	C0749098			
				C0265965		C3278138	C3278138			
				C0034067		C1955861	C1955861			
				C3711374		C1955860	C1955860			
				C4014528		C4693651	C4693651			
				C0034067		C0340375	C0340375			
				C0022521		C2750514	C2750514			
				C4554406		C0852975	C0852975			
				C0598589		C2931638	C2931638			
				C0036305		C3887650	C3887650			
				C2752008		C0751195	C0751195			
				C0265252		C0543800	C0543800			
				C0086241		C1853755	C1853755			
				C3853041		C1856974	C1856974			
				C0041409		C0265265	C0265265			
				C1866785		C4552003	C4552003			
				C3150987		C2749861	C2749861			
				C3809431		C0948368	C0948368			
				C0424605		C0241397	C0241397			
				C0039373		C4755299	C4755299			
				C0342731		C0442874	C0442874			
				C3714756		C0751824	C0751824			
				C1970712		C0751823	C0751823			
				C4316903		C1291463	C1291463			
				C0342283		C2713392	C2713392			
				C0034065		C0003862	C0003862			
				C2931498		C4014414	C4014414			
				C4016492		C4310763	C4310763			
				C3554163		C3891301	C3891301			
				C0037771		C0456891	C0456891			
				C4017108		C1969054	C1969054			
				C2936791		C0175697	C0175697			
				C0027092		C4225354	C4225354			
				C1704417		C1153706	C1153706			
				C0079683		C4305134	C4305134			
				C0342278		C4225352	C4225352			
				C3714756		C4225211	C4225211			
				C1969562		C1844853	C1844853			
				C1835492		C1970198	C1970198			
				C0021051		C3714897	C3714897			
				C1846010		C3554279	C3554279			
				C4551952		C0039981	C0039981			
				C0023976		C0003510	C0003510			
				C0085390		C0027706	C0027706			
				C4748552		C4551981	C4551981			
				C0265233		C1846058	C1846058			
				C0029456		C2677065	C2677065			
				C0023976		C1859372	C1859372			
				C0265202		C3151001	C3151001			
				C1150929		C3495588	C3495588			
				C0025958		C1859311	C1859311			
				C1855369		C3714958	C3714958			
				C4310661		C4746956	C4746956			
				C4225335		C4540293	C4540293			
				C0029459		C0393929	C0393929			
				C0751422		C4510276	C4510276			
				C4015461		C4310650	C4310650			
				C3280099		C3553517	C3553517			
				C3714756		C1857977	C1857977			
