NetworkName	datasets	LLS
UNIPROT_IES	15622768	18.0
UNIPROT_IES	19853743	18.0
UNIPROT_IES	20684013	18.0
UNIPROT_IES	29605618	18.0
UNIPROT_IES	21457405	18.0
UNIPROT_IES	12032915	18.0
UNIPROT_IES	25243380	18.0
UNIPROT_IES	26869582	18.0
UNIPROT_IES	7701349	18.0
UNIPROT_IES	18046642	18.0
UNIPROT_IES	28544275	18.0
UNIPROT_IES	9620767	18.0
UNIPROT_IES	9620768	18.0
UNIPROT_IES	9620769	18.0
UNIPROT_IES	9176854	18.0
UNIPROT_IES	24591017	18.0
UNIPROT_IES	18794901	18.0
UNIPROT_IES	24735604	18.0
UNIPROT_IES	9546392	18.0
UNIPROT_IES	14523047	18.0
UNIPROT_IES	10666372	18.0
UNIPROT_IES	25809937	18.0
UNIPROT_IES	27186703	18.0
UNIPROT_IES	10187793	18.0
UNIPROT_IES	28473463	18.0
UNIPROT_IES	10381903	18.0
UNIPROT_IES	7811722	18.0
UNIPROT_IES	24013206	18.0
UNIPROT_IES	25316788	18.0
UNIPROT_IES	11331617	18.0
UNIPROT_IES	10199792	18.0
UNIPROT_IES	22708048	18.0
UNIPROT_IES	17393015	18.0
UNIPROT_IES	22012326	18.0
UNIPROT_IES	14523039	18.0
UNIPROT_IES	25701870	18.0
UNIPROT_IES	23349226	13.64646046311441
UNIPROT_IES	19011570	18.0
UNIPROT_IES	15477547	18.0
UNIPROT_IES	11007980	18.0
UNIPROT_IES	8740918	18.0
UNIPROT_IES	27569547	12.953313282554465
UNIPROT_IES	16527897	18.0
UNIPROT_IES	7655883	18.0
UNIPROT_IES	15634722	18.0
UNIPROT_IES	6582486	18.0
UNIPROT_IES	20022194	18.0
UNIPROT_IES	15537665	18.0
UNIPROT_IES	28111185	18.0
UNIPROT_IES	21119540	18.0
UNIPROT_IES	9727509	18.0
UNIPROT_IES	18443791	18.0
UNIPROT_IES	28051072	18.0
UNIPROT_IES	20503332	18.0
UNIPROT_IES	27532257	16.923605196106585
UNIPROT_IES	10330341	18.0
UNIPROT_IES	10330338	18.0
UNIPROT_IES	21816240	18.0
UNIPROT_IES	10330339	18.0
UNIPROT_IES	9620796	18.0
UNIPROT_IES	27486783	12.953313282554465
UNIPROT_IES	8316254	18.0
UNIPROT_IES	27870580	18.0
UNIPROT_IES	10199795	18.0
UNIPROT_IES	24292712	18.0
UNIPROT_IES	15488219	18.0
UNIPROT_IES	17368066	18.0
UNIPROT_IES	9163595	18.0
UNIPROT_IES	16453125	18.0
UNIPROT_IES	19287498	18.0
UNIPROT_IES	25231368	18.0
UNIPROT_IES	19419693	18.0
UNIPROT_IES	11332973	18.0
UNIPROT_IES	9328206	18.0
UNIPROT_IES	10739751	18.0
UNIPROT_IES	10739753	12.953313282554465
UNIPROT_IES	24589093	18.0
UNIPROT_IES	23975182	18.0
UNIPROT_IES	17128465	18.0
UNIPROT_IES	2783588	18.0
UNIPROT_IES	17128466	18.0
UNIPROT_IES	16021330	18.0
UNIPROT_IES	7977371	18.0
UNIPROT_IES	7977370	18.0
UNIPROT_IES	16490498	18.0
UNIPROT_IES	22736946	18.0
UNIPROT_IES	9150152	18.0
UNIPROT_IES	18253926	18.0
UNIPROT_IES	12872123	18.0
UNIPROT_IES	22241545	18.0
UNIPROT_IES	12872122	18.0
UNIPROT_IES	10753933	18.0
UNIPROT_IES	18716025	18.0
UNIPROT_IES	20600615	18.0
UNIPROT_IES	11090341	12.953313282554465
UNIPROT_IES	2855731	14.562751194988566
UNIPROT_IES	13271328	18.0
UNIPROT_IES	23076843	18.0
UNIPROT_IES	16996541	18.0
UNIPROT_IES	16755567	12.26016610199452
UNIPROT_IES	19960070	18.0
UNIPROT_IES	9689136	18.0
UNIPROT_IES	11846417	12.953313282554465
UNIPROT_IES	16010686	18.0
UNIPROT_IES	16010684	18.0
UNIPROT_IES	17661819	18.0
UNIPROT_IES	6857268	18.0
UNIPROT_IES	17128482	18.0
UNIPROT_IES	23064873	18.0
UNIPROT_IES	1985108	18.0
UNIPROT_IES	12655568	18.0
UNIPROT_IES	12655569	18.0
UNIPROT_IES	12655566	18.0
UNIPROT_IES	9653161	18.0
UNIPROT_IES	1937474	18.0
UNIPROT_IES	9653160	18.0
UNIPROT_IES	16010683	18.0
UNIPROT_IES	30125416	18.0
UNIPROT_IES	15669684	18.0
UNIPROT_IES	22795705	18.0
UNIPROT_IES	15669683	18.0
UNIPROT_IES	25987251	18.0
UNIPROT_IES	15863597	18.0
UNIPROT_IES	11076046	18.0
UNIPROT_IES	17128490	18.0
UNIPROT_IES	8871668	18.0
UNIPROT_IES	8871666	18.0
UNIPROT_IES	7977350	18.0
UNIPROT_IES	2339700	18.0
UNIPROT_IES	28003463	18.0
UNIPROT_IES	15141358	18.0
UNIPROT_IES	12391354	18.0
UNIPROT_IES	15669677	18.0
UNIPROT_IES	15140024	18.0
UNIPROT_IES	15669678	18.0
UNIPROT_IES	26255073	18.0
UNIPROT_IES	16564824	18.0
UNIPROT_IES	23063529	18.0
UNIPROT_IES	19830808	18.0
UNIPROT_IES	15669674	18.0
UNIPROT_IES	7977368	18.0
UNIPROT_IES	7977366	18.0
UNIPROT_IES	27435373	18.0
UNIPROT_IES	19782624	18.0
UNIPROT_IES	12666227	18.0
UNIPROT_IES	22410471	18.0
UNIPROT_IES	9463797	18.0
UNIPROT_IES	1974409	18.0
UNIPROT_IES	26051471	18.0
UNIPROT_IES	25975287	18.0
UNIPROT_IES	20565773	12.953313282554465
UNIPROT_IES	16116617	18.0
UNIPROT_IES	25293953	18.0
UNIPROT_IES	16272164	18.0
UNIPROT_IES	14655203	18.0
UNIPROT_IES	27904153	18.0
UNIPROT_IES	22700954	18.0
UNIPROT_IES	16489470	18.0
UNIPROT_IES	7691343	18.0
UNIPROT_IES	15356046	18.0
UNIPROT_IES	16959576	18.0
UNIPROT_IES	15356051	18.0
UNIPROT_IES	27484306	12.953313282554465
UNIPROT_IES	17360614	18.0
UNIPROT_IES	18000976	18.0
UNIPROT_IES	9174161	18.0
UNIPROT_IES	16060904	18.0
UNIPROT_IES	24375680	18.0
UNIPROT_IES	9211678	18.0
UNIPROT_IES	22252256	18.0
UNIPROT_IES	10077518	18.0
UNIPROT_IES	16007086	18.0
UNIPROT_IES	27640355	18.0
UNIPROT_IES	11283202	18.0
UNIPROT_IES	15384984	18.0
UNIPROT_IES	12692552	18.0
UNIPROT_IES	25677562	18.0
UNIPROT_IES	26136523	18.0
UNIPROT_IES	19084402	18.0
UNIPROT_IES	18492762	18.0
UNIPROT_IES	16754206	18.0
UNIPROT_IES	9198147	18.0
UNIPROT_IES	22194653	18.0
UNIPROT_IES	15452312	18.0
UNIPROT_IES	1675488	18.0
UNIPROT_IES	9921896	18.0
UNIPROT_IES	9921895	18.0
UNIPROT_IES	22194652	18.0
UNIPROT_IES	9872318	18.0
UNIPROT_IES	28703881	18.0
UNIPROT_IES	18024964	18.0
UNIPROT_IES	12139570	18.0
UNIPROT_IES	18465152	18.0
UNIPROT_IES	9126484	18.0
UNIPROT_IES	28940097	18.0
UNIPROT_IES	27460346	18.0
UNIPROT_IES	10764647	18.0
UNIPROT_IES	19793311	18.0
UNIPROT_IES	21828050	18.0
UNIPROT_IES	17898326	18.0
UNIPROT_IES	10942423	18.0
UNIPROT_IES	27557811	18.0
UNIPROT_IES	8943854	18.0
UNIPROT_IES	26534844	18.0
UNIPROT_IES	10942420	18.0
UNIPROT_IES	17718865	18.0
UNIPROT_IES	22494134	18.0
UNIPROT_IES	23108138	18.0
UNIPROT_IES	23217256	12.953313282554465
UNIPROT_IES	19432927	18.0
UNIPROT_IES	16899382	18.0
UNIPROT_IES	20650941	18.0
UNIPROT_IES	11858490	18.0
UNIPROT_IES	8869397	18.0
UNIPROT_IES	27377765	18.0
UNIPROT_IES	11524739	18.0
UNIPROT_IES	8522333	18.0
UNIPROT_IES	11524733	18.0
UNIPROT_IES	27835892	18.0
UNIPROT_IES	28101991	18.0
UNIPROT_IES	11524734	18.0
UNIPROT_IES	10090526	18.0
UNIPROT_IES	10942419	18.0
UNIPROT_IES	20648631	18.0
UNIPROT_IES	10942416	18.0
UNIPROT_IES	28616095	18.0
UNIPROT_IES	11858487	18.0
UNIPROT_IES	16344340	18.0
UNIPROT_IES	11858485	18.0
UNIPROT_IES	12368985	18.0
UNIPROT_IES	11524731	18.0
UNIPROT_IES	28390600	18.0
UNIPROT_IES	12368987	18.0
UNIPROT_IES	23123781	18.0
UNIPROT_IES	28137957	18.0
UNIPROT_IES	30055862	14.562751194988566
UNIPROT_IES	24471569	18.0
UNIPROT_IES	20479250	12.953313282554465
UNIPROT_IES	22795782	18.0
UNIPROT_IES	20647314	18.0
UNIPROT_IES	25232951	18.0
UNIPROT_IES	10942404	18.0
UNIPROT_IES	8943874	18.0
UNIPROT_IES	11916006	18.0
UNIPROT_IES	22926781	18.0
UNIPROT_IES	17551331	18.0
UNIPROT_IES	9198186	18.0
UNIPROT_IES	23387428	18.0
UNIPROT_IES	24421281	18.0
UNIPROT_IES	11916004	18.0
UNIPROT_IES	29691655	18.0
UNIPROT_IES	28693988	18.0
UNIPROT_IES	12353035	18.0
UNIPROT_IES	1973167	18.0
UNIPROT_IES	27160094	18.0
UNIPROT_IES	9510647	18.0
UNIPROT_IES	28679690	18.0
UNIPROT_IES	22084217	18.0
UNIPROT_IES	26025129	18.0
UNIPROT_IES	16176262	18.0
UNIPROT_IES	23531866	18.0
UNIPROT_IES	10533030	18.0
UNIPROT_IES	25915598	18.0
UNIPROT_IES	24014394	18.0
UNIPROT_IES	19889517	18.0
UNIPROT_IES	11524702	18.0
UNIPROT_IES	16720838	18.0
UNIPROT_IES	17718866	18.0
UNIPROT_IES	21782149	18.0
UNIPROT_IES	11125141	18.0
UNIPROT_IES	18719945	18.0
UNIPROT_IES	16429844	18.0
UNIPROT_IES	25691870	18.0
UNIPROT_IES	28726538	18.0
UNIPROT_IES	9295268	18.0
UNIPROT_IES	9295267	18.0
UNIPROT_IES	28823707	18.0
UNIPROT_IES	28823706	18.0
UNIPROT_IES	24555712	18.0
UNIPROT_IES	17336976	18.0
UNIPROT_IES	4654847	18.0
UNIPROT_IES	17562004	18.0
UNIPROT_IES	12115568	12.953313282554465
UNIPROT_IES	11102452	18.0
UNIPROT_IES	30055837	18.0
UNIPROT_IES	17634212	18.0
UNIPROT_IES	12353073	18.0
UNIPROT_IES	12777626	18.0
UNIPROT_IES	20171888	18.0
UNIPROT_IES	18289905	18.0
UNIPROT_IES	12380696	18.0
UNIPROT_IES	10390358	18.0
UNIPROT_IES	10607834	18.0
UNIPROT_IES	29991444	18.0
UNIPROT_IES	30197081	18.0
UNIPROT_IES	24882706	12.953313282554465
UNIPROT_IES	10219239	18.0
UNIPROT_IES	17009961	18.0
UNIPROT_IES	20662977	18.0
UNIPROT_IES	10916185	18.0
UNIPROT_IES	1732158	18.0
UNIPROT_IES	12391347	18.0
UNIPROT_IES	8547605	18.0
UNIPROT_IES	12353082	18.0
UNIPROT_IES	15668393	18.0
UNIPROT_IES	16717220	18.0
UNIPROT_IES	16717225	18.0
UNIPROT_IES	25437880	18.0
UNIPROT_IES	19563458	18.0
UNIPROT_IES	16684601	18.0
UNIPROT_IES	27114915	18.0
UNIPROT_IES	22155005	18.0
UNIPROT_IES	24916641	18.0
UNIPROT_IES	22890214	18.0
UNIPROT_IES	25807284	18.0
UNIPROT_IES	12391329	18.0
UNIPROT_IES	21552264	18.0
UNIPROT_IES	25807283	12.953313282554465
UNIPROT_IES	1902818	18.0
UNIPROT_IES	25807286	18.0
UNIPROT_IES	10208579	18.0
UNIPROT_IES	23613427	18.0
UNIPROT_IES	10208576	18.0
UNIPROT_IES	25087618	18.0
UNIPROT_IES	10208578	18.0
UNIPROT_IES	19249206	18.0
UNIPROT_IES	25087613	12.953313282554465
UNIPROT_IES	9521325	18.0
UNIPROT_IES	11380459	18.0
UNIPROT_IES	16717228	18.0
UNIPROT_IES	25388789	18.0
UNIPROT_IES	19623216	12.953313282554465
UNIPROT_IES	16442803	18.0
UNIPROT_IES	21600032	18.0
UNIPROT_IES	17324964	18.0
UNIPROT_IES	17635579	18.0
UNIPROT_IES	16645022	18.0
UNIPROT_IES	10090481	18.0
UNIPROT_IES	26700687	18.0
UNIPROT_IES	10583221	18.0
UNIPROT_IES	20132244	18.0
UNIPROT_IES	11917274	18.0
UNIPROT_IES	23386035	18.0
UNIPROT_IES	29186371	18.0
UNIPROT_IES	11453975	18.0
UNIPROT_IES	11453974	18.0
UNIPROT_IES	23386033	18.0
UNIPROT_IES	10090484	18.0
UNIPROT_IES	12081718	18.0
UNIPROT_IES	25666907	18.0
UNIPROT_IES	9328353	18.0
UNIPROT_IES	23197950	18.0
UNIPROT_IES	9328354	18.0
UNIPROT_IES	25108285	18.0
UNIPROT_IES	9788563	18.0
UNIPROT_IES	10090472	18.0
UNIPROT_IES	24289245	18.0
UNIPROT_IES	8989109	18.0
UNIPROT_IES	22325361	18.0
UNIPROT_IES	10583218	18.0
UNIPROT_IES	22325362	18.0
UNIPROT_IES	16623786	18.0
UNIPROT_IES	10090476	18.0
UNIPROT_IES	19227972	18.0
UNIPROT_IES	10090474	18.0
UNIPROT_IES	15261145	18.0
UNIPROT_IES	30979546	18.0
UNIPROT_IES	24504161	18.0
UNIPROT_IES	12789646	18.0
UNIPROT_IES	25556389	18.0
UNIPROT_IES	16876785	18.0
UNIPROT_IES	18288693	18.0
UNIPROT_IES	21940798	18.0
UNIPROT_IES	23889083	18.0
UNIPROT_IES	18850119	18.0
UNIPROT_IES	15800015	18.0
UNIPROT_IES	16862116	18.0
UNIPROT_IES	27762439	18.0
UNIPROT_IES	15309682	18.0
UNIPROT_IES	21542825	18.0
UNIPROT_IES	19734900	18.0
UNIPROT_IES	22772592	18.0
UNIPROT_IES	9822100	18.0
UNIPROT_IES	7666400	18.0
UNIPROT_IES	25901006	18.0
UNIPROT_IES	14452137	18.0
UNIPROT_IES	27066836	18.0
UNIPROT_IES	22170728	18.0
UNIPROT_IES	22388936	18.0
UNIPROT_IES	22170710	18.0
UNIPROT_IES	19118277	18.0
UNIPROT_IES	2171331	18.0
UNIPROT_IES	28377545	18.0
UNIPROT_IES	9545394	18.0
UNIPROT_IES	9066328	18.0
UNIPROT_IES	9545398	18.0
UNIPROT_IES	26786923	18.0
UNIPROT_IES	9617436	18.0
UNIPROT_IES	15863612	18.0
UNIPROT_IES	24302611	18.0
UNIPROT_IES	8967745	18.0
UNIPROT_IES	21796726	18.0
UNIPROT_IES	1555650	18.0
UNIPROT_IES	20672378	18.0
UNIPROT_IES	11113183	18.0
UNIPROT_IES	8027220	18.0
UNIPROT_IES	20839288	18.0
UNIPROT_IES	18536048	18.0
UNIPROT_IES	29691679	18.0
UNIPROT_IES	1352883	18.0
UNIPROT_IES	23363473	18.0
UNIPROT_IES	23988501	18.0
UNIPROT_IES	27270415	18.0
UNIPROT_IES	27604643	18.0
UNIPROT_IES	17033686	18.0
UNIPROT_IES	9354683	18.0
UNIPROT_IES	27761167	18.0
UNIPROT_IES	17287522	18.0
UNIPROT_IES	26014431	18.0
UNIPROT_IES	2989828	18.0
UNIPROT_IES	9066351	18.0
UNIPROT_IES	19853444	18.0
UNIPROT_IES	26915362	18.0
UNIPROT_IES	17994283	18.0
UNIPROT_IES	24196488	18.0
UNIPROT_IES	10655512	18.0
UNIPROT_IES	20685671	18.0
UNIPROT_IES	30619488	12.953313282554465
UNIPROT_IES	17660459	18.0
UNIPROT_IES	12474143	18.0
UNIPROT_IES	11870161	18.0
UNIPROT_IES	9354665	18.0
UNIPROT_IES	9354668	18.0
UNIPROT_IES	29749493	18.0
UNIPROT_IES	19454373	18.0
UNIPROT_IES	19888299	18.0
UNIPROT_IES	15994075	18.0
UNIPROT_IES	23625373	18.0
UNIPROT_IES	25604658	18.0
UNIPROT_IES	22581971	18.0
UNIPROT_IES	17921179	18.0
UNIPROT_IES	11788826	18.0
UNIPROT_IES	22469094	18.0
UNIPROT_IES	11788824	18.0
UNIPROT_IES	23650303	18.0
UNIPROT_IES	27761157	14.051925571222576
UNIPROT_IES	1362222	18.0
UNIPROT_IES	11967537	18.0
UNIPROT_IES	11967536	12.953313282554465
UNIPROT_IES	7836951	18.0
UNIPROT_IES	8615087	18.0
UNIPROT_IES	10425211	18.0
UNIPROT_IES	27640305	18.0
UNIPROT_IES	17357080	18.0
UNIPROT_IES	8295405	18.0
UNIPROT_IES	1878597	18.0
UNIPROT_IES	7824952	18.0
UNIPROT_IES	20839240	13.64646046311441
UNIPROT_IES	17405132	18.0
UNIPROT_IES	17405131	18.0
UNIPROT_IES	12209021	18.0
UNIPROT_IES	15863660	18.0
UNIPROT_IES	25497598	18.0
UNIPROT_IES	12093772	18.0
UNIPROT_IES	10666208	18.0
UNIPROT_IES	10617276	18.0
UNIPROT_IES	22902780	18.0
UNIPROT_IES	20504773	18.0
UNIPROT_IES	10655546	18.0
UNIPROT_IES	21636066	18.0
UNIPROT_IES	1504007	18.0
UNIPROT_IES	10655553	18.0
UNIPROT_IES	10331951	18.0
UNIPROT_IES	24253200	18.0
UNIPROT_IES	17357087	18.0
UNIPROT_IES	18728071	18.0
UNIPROT_IES	29342275	18.0
UNIPROT_IES	26615597	18.0
UNIPROT_IES	19107570	18.0
UNIPROT_IES	1925564	18.0
UNIPROT_IES	25878179	18.0
UNIPROT_IES	12629236	18.0
UNIPROT_IES	14610673	18.0
UNIPROT_IES	14634649	18.0
UNIPROT_IES	1302608	18.0
UNIPROT_IES	12080485	18.0
UNIPROT_IES	9305655	18.0
UNIPROT_IES	10655545	18.0
UNIPROT_IES	8163671	18.0
UNIPROT_IES	16611748	18.0
UNIPROT_IES	22773828	18.0
UNIPROT_IES	12190880	18.0
UNIPROT_IES	1302614	18.0
UNIPROT_IES	17394019	18.0
UNIPROT_IES	1302612	18.0
UNIPROT_IES	21664999	18.0
UNIPROT_IES	30100084	18.0
UNIPROT_IES	12080476	18.0
UNIPROT_IES	16114041	18.0
UNIPROT_IES	15525788	18.0
UNIPROT_IES	25893793	18.0
UNIPROT_IES	14646619	18.0
UNIPROT_IES	22289416	18.0
UNIPROT_IES	25568300	18.0
UNIPROT_IES	17286265	13.64646046311441
UNIPROT_IES	9616155	18.0
UNIPROT_IES	18371140	18.0
UNIPROT_IES	9679752	18.0
UNIPROT_IES	2037280	18.0
UNIPROT_IES	19121813	13.64646046311441
UNIPROT_IES	20695019	18.0
UNIPROT_IES	12629250	18.0
UNIPROT_IES	8809734	18.0
UNIPROT_IES	26472072	18.0
UNIPROT_IES	27210743	18.0
UNIPROT_IES	25003971	18.0
UNIPROT_IES	12569143	18.0
UNIPROT_IES	2110364	18.0
UNIPROT_IES	12499475	18.0
UNIPROT_IES	10102904	18.0
UNIPROT_IES	2121025	18.0
UNIPROT_IES	9884339	18.0
UNIPROT_IES	27174604	18.0
UNIPROT_IES	12932274	18.0
UNIPROT_IES	10583255	18.0
UNIPROT_IES	23351400	18.0
UNIPROT_IES	12499478	18.0
UNIPROT_IES	12569159	18.0
UNIPROT_IES	2541223	18.0
UNIPROT_IES	8595886	18.0
UNIPROT_IES	29630738	18.0
UNIPROT_IES	23759946	12.953313282554465
UNIPROT_IES	17468742	18.0
UNIPROT_IES	19036739	18.0
UNIPROT_IES	21119660	12.953313282554465
UNIPROT_IES	15863676	18.0
UNIPROT_IES	12655564	18.0
UNIPROT_IES	27930341	18.0
UNIPROT_IES	12655565	18.0
UNIPROT_IES	12655562	18.0
UNIPROT_IES	15863674	12.953313282554465
UNIPROT_IES	12655563	18.0
UNIPROT_IES	28218265	18.0
UNIPROT_IES	22000491	18.0
UNIPROT_IES	11726550	18.0
UNIPROT_IES	17384640	18.0
UNIPROT_IES	12569164	18.0
UNIPROT_IES	17129779	18.0
UNIPROT_IES	10327054	18.0
UNIPROT_IES	17226826	18.0
UNIPROT_IES	27568567	18.0
UNIPROT_IES	21699652	18.0
UNIPROT_IES	16465475	18.0
UNIPROT_IES	12655557	18.0
UNIPROT_IES	9582350	18.0
UNIPROT_IES	19467619	18.0
UNIPROT_IES	17502474	18.0
UNIPROT_IES	15535137	18.0
UNIPROT_IES	12655559	18.0
UNIPROT_IES	9150176	18.0
UNIPROT_IES	16046588	18.0
UNIPROT_IES	9150157	18.0
UNIPROT_IES	23758643	18.0
UNIPROT_IES	21686329	18.0
UNIPROT_IES	8594569	18.0
UNIPROT_IES	18371106	18.0
UNIPROT_IES	18406284	18.0
UNIPROT_IES	27872899	18.0
UNIPROT_IES	23636092	18.0
UNIPROT_IES	14970743	18.0
UNIPROT_IES	17357069	18.0
UNIPROT_IES	9150160	18.0
UNIPROT_IES	19430350	18.0
UNIPROT_IES	26220345	18.0
UNIPROT_IES	26316623	18.0
UNIPROT_IES	15536479	18.0
UNIPROT_IES	14611946	18.0
UNIPROT_IES	10220149	18.0
UNIPROT_IES	15958509	18.0
UNIPROT_IES	12666117	18.0
UNIPROT_IES	10220146	18.0
UNIPROT_IES	24204302	18.0
UNIPROT_IES	12666119	18.0
UNIPROT_IES	10220144	18.0
UNIPROT_IES	28053874	18.0
UNIPROT_IES	24204304	18.0
UNIPROT_IES	10220153	18.0
UNIPROT_IES	10220154	18.0
UNIPROT_IES	10220151	18.0
UNIPROT_IES	14670928	18.0
UNIPROT_IES	10220152	18.0
UNIPROT_IES	12400065	18.0
UNIPROT_IES	25038750	12.953313282554465
UNIPROT_IES	16272257	18.0
UNIPROT_IES	8381803	18.0
UNIPROT_IES	12666124	18.0
UNIPROT_IES	22700886	18.0
UNIPROT_IES	9931324	18.0
UNIPROT_IES	26316437	18.0
UNIPROT_IES	9678356	18.0
UNIPROT_IES	11798398	18.0
UNIPROT_IES	24855271	18.0
UNIPROT_IES	15716406	18.0
UNIPROT_IES	22472873	18.0
UNIPROT_IES	28255014	18.0
UNIPROT_IES	15371594	18.0
UNIPROT_IES	25820810	18.0
UNIPROT_IES	14670915	18.0
UNIPROT_IES	10220140	18.0
UNIPROT_IES	16971151	18.0
UNIPROT_IES	10220141	18.0
UNIPROT_IES	15537906	18.0
UNIPROT_IES	11115845	18.0
UNIPROT_IES	23542699	18.0
UNIPROT_IES	19526370	12.953313282554465
UNIPROT_IES	15180874	18.0
UNIPROT_IES	23542698	18.0
UNIPROT_IES	23542697	18.0
UNIPROT_IES	18192540	18.0
UNIPROT_IES	11343303	18.0
UNIPROT_IES	1734866	18.0
UNIPROT_IES	9473221	18.0
UNIPROT_IES	23831619	18.0
UNIPROT_IES	15476446	18.0
UNIPROT_IES	21216834	18.0
UNIPROT_IES	27868075	18.0
UNIPROT_IES	15694566	18.0
UNIPROT_IES	16009553	18.0
UNIPROT_IES	23279441	18.0
UNIPROT_IES	8381821	18.0
UNIPROT_IES	20841510	18.0
UNIPROT_IES	29534297	18.0
UNIPROT_IES	16501576	18.0
UNIPROT_IES	26485283	12.953313282554465
UNIPROT_IES	16501573	18.0
UNIPROT_IES	16501574	18.0
UNIPROT_IES	10233432	18.0
UNIPROT_IES	12872267	18.0
UNIPROT_IES	11559359	18.0
UNIPROT_IES	10535733	18.0
UNIPROT_IES	16284256	18.0
UNIPROT_IES	25701697	18.0
UNIPROT_IES	12872260	18.0
UNIPROT_IES	12679424	18.0
UNIPROT_IES	9188670	18.0
UNIPROT_IES	16779654	18.0
UNIPROT_IES	24135434	18.0
UNIPROT_IES	17406642	18.0
UNIPROT_IES	11748095	18.0
UNIPROT_IES	9920650	18.0
UNIPROT_IES	28257692	18.0
UNIPROT_IES	12921762	18.0
UNIPROT_IES	11053295	18.0
UNIPROT_IES	15959873	18.0
UNIPROT_IES	11053296	18.0
UNIPROT_IES	7485100	18.0
UNIPROT_IES	8931706	18.0
UNIPROT_IES	19552651	18.0
UNIPROT_IES	1770532	18.0
UNIPROT_IES	9677057	18.0
UNIPROT_IES	22649097	18.0
UNIPROT_IES	9473227	18.0
UNIPROT_IES	12872256	18.0
UNIPROT_IES	12872255	18.0
UNIPROT_IES	15192806	18.0
UNIPROT_IES	3242619	18.0
UNIPROT_IES	16477365	18.0
UNIPROT_IES	11343322	18.0
UNIPROT_IES	8628473	18.0
UNIPROT_IES	12921794	18.0
UNIPROT_IES	19250384	18.0
UNIPROT_IES	3856385	18.0
UNIPROT_IES	21050479	18.0
UNIPROT_IES	21120685	18.0
UNIPROT_IES	12679486	18.0
UNIPROT_IES	15923834	12.26016610199452
UNIPROT_IES	19035365	18.0
UNIPROT_IES	19035361	18.0
UNIPROT_IES	19035362	18.0
UNIPROT_IES	16670177	18.0
UNIPROT_IES	11992489	18.0
UNIPROT_IES	18407550	18.0
UNIPROT_IES	18407553	18.0
UNIPROT_IES	10682987	18.0
UNIPROT_IES	11574907	18.0
UNIPROT_IES	28940190	18.0
UNIPROT_IES	22986587	18.0
UNIPROT_IES	23063620	18.0
UNIPROT_IES	23063621	18.0
UNIPROT_IES	17575281	18.0
UNIPROT_IES	25220867	18.0
UNIPROT_IES	9152628	18.0
UNIPROT_IES	10051017	18.0
UNIPROT_IES	26426912	18.0
UNIPROT_IES	25678757	18.0
UNIPROT_IES	12438653	18.0
UNIPROT_IES	10051010	18.0
UNIPROT_IES	11004279	18.0
UNIPROT_IES	8270254	18.0
UNIPROT_IES	7485151	18.0
UNIPROT_IES	31403263	18.0
UNIPROT_IES	24700710	18.0
UNIPROT_IES	9931344	18.0
UNIPROT_IES	25736335	18.0
UNIPROT_IES	9931343	18.0
UNIPROT_IES	29365104	18.0
UNIPROT_IES	11559313	18.0
UNIPROT_IES	20830804	18.0
UNIPROT_IES	20179087	18.0
UNIPROT_IES	10051009	18.0
UNIPROT_IES	11004290	18.0
UNIPROT_IES	14574444	18.0
UNIPROT_IES	10077612	18.0
UNIPROT_IES	25280562	13.240995355006246
UNIPROT_IES	1707231	18.0
UNIPROT_IES	16102138	18.0
UNIPROT_IES	12944416	18.0
UNIPROT_IES	8270256	18.0
UNIPROT_IES	18478590	18.0
UNIPROT_IES	10220155	18.0
UNIPROT_IES	15548604	12.953313282554465
UNIPROT_IES	16249884	18.0
UNIPROT_IES	25460361	18.0
UNIPROT_IES	9931337	18.0
UNIPROT_IES	23770102	18.0
UNIPROT_IES	27411419	18.0
UNIPROT_IES	21241800	18.0
UNIPROT_IES	26174906	18.0
UNIPROT_IES	8871592	18.0
UNIPROT_IES	9438854	18.0
UNIPROT_IES	28327206	18.0
UNIPROT_IES	9020844	18.0
UNIPROT_IES	9020843	18.0
UNIPROT_IES	9921913	18.0
UNIPROT_IES	11773004	18.0
UNIPROT_IES	28895244	18.0
UNIPROT_IES	22532851	18.0
UNIPROT_IES	27519416	18.0
UNIPROT_IES	9763307	18.0
UNIPROT_IES	25123707	18.0
UNIPROT_IES	20479361	18.0
UNIPROT_IES	25398053	18.0
UNIPROT_IES	29317407	12.953313282554465
UNIPROT_IES	11920851	18.0
UNIPROT_IES	9921909	18.0
UNIPROT_IES	17611497	18.0
UNIPROT_IES	9921908	18.0
UNIPROT_IES	18094050	18.0
UNIPROT_IES	29271569	18.0
UNIPROT_IES	21576112	18.0
UNIPROT_IES	15753436	18.0
UNIPROT_IES	25913036	18.0
UNIPROT_IES	10051024	18.0
UNIPROT_IES	7063265	18.0
UNIPROT_IES	7520042	18.0
UNIPROT_IES	7521371	18.0
UNIPROT_IES	15739154	18.0
UNIPROT_IES	8440722	18.0
UNIPROT_IES	17728323	18.0
UNIPROT_IES	22949511	12.953313282554465
UNIPROT_IES	20215012	18.0
UNIPROT_IES	11773002	18.0
UNIPROT_IES	24699222	18.0
UNIPROT_IES	27338287	18.0
UNIPROT_IES	27375234	18.0
UNIPROT_IES	22170564	18.0
UNIPROT_IES	8125475	18.0
UNIPROT_IES	10861678	18.0
UNIPROT_IES	12511610	18.0
